Environment,SarCategory,Response,date,LocationFindLocationLatitude,LocationFindLocationLongitude
Land,Cat1,SAROP,2011-01-01,-35.09419791,173.762179
Land,Cat1,SAROP,2014-01-01,-40.8235206,175.2021022
Land,Cat1,SAROP,2011-04-01,-36.51182988,175.3280018
Land,Cat1,SAROP,2015-08-01,-38.0398104,175.6598068
Land,Cat1,SAROP,2017-04-01,-40.931653,175.676038
Marine,Cat1,SAROP,2010-09-01,-41.1684,174.542
Land,Cat1,SAROP,2018-10-01,-41.15617,173.405672
Land,Cat1,SAROP,2011-08-01,-42.43533653,172.8491686
Land,Cat1,SAROP,2013-12-01,-36.9103441,174.8043866
Land,Cat1,SAROP,2011-11-01,-36.8272677,175.7125664
Land,Cat1,SAROP,2013-11-01,-41.2111658,174.9542023
Land,Cat1,SAROP,2012-09-01,-39.25762546,175.5501551
Land,Cat1,SAROP,2014-05-01,-39.2049679,175.5965701
Land,Cat1,SAROP,2017-01-01,-39.281895,175.568274
Land,Cat1,SAROP,2014-05-01,-36.9111706,174.648958
Land,Cat1,SAROP,2010-11-01,-41.34304722,174.6793059
Land,Cat1,SAROP,2016-11-01,-43.6255162,170.1106995
Marine,Cat1,SAROP,2014-02-01,-36.6451698,174.8243317
Marine,Cat1,SAROP,2012-06-01,-41.0861079,173.7679272
Land,Cat1,SAROP,2015-05-01,-43.138544,172.148495
Land,Cat1,SAROP,2013-03-01,-37.718,176.1589972
Land,Cat1,SAROP,2014-03-01,-37.9898684,175.100719
Land,Cat1,SAROP,2017-03-01,-43.5312568,172.6476724
Marine,Cat1,SAROP,2017-08-01,-40.29655,158.595124
Land,Cat1,SAROP,2017-02-01,-36.9959718,174.4798696
Land,Cat1,SAROP,2016-03-01,-42.701591,172.215533
Land,Cat1,SAROP,2012-08-01,-40.8699081,175.0025947
Land,Cat1,SAROP,2019-04-01,-44.802217,167.765649
Land,Cat1,SAROP,2016-01-01,-38.746807,176.064259
Marine,Cat1,SAROP,2016-09-01,-36.816886,174.716563
Marine,Cat1,SAROP,2011-01-01,-41.22649593,174.6864964
Marine,Cat1,SAROP,2017-12-01,-36.797559,174.960183
Land,Cat1,SAROP,2012-01-01,-40.71135231,175.4647071
Land,Cat1,SAROP,2013-07-01,-43.3484512,170.4820536
Marine,Cat1,SAROP,2013-12-01,-41.3481284,174.8388865
Land,Cat1,SAROP,2019-04-01,-38.152852,176.267142
Land,Cat1,SAROP,2012-01-01,-38.8881446,175.7636787
Marine,Cat1,SAROP,2014-02-01,-36.6257428,174.7876414
Land,Cat1,SAROP,2012-11-01,-42.09634509,171.3916428
Land,Cat1,SAROP,2014-02-01,-41.062104,175.10517
Land,Cat1,SAROP,2011-04-01,-38.37920904,175.7990412
Land,Cat1,SAROP,2016-07-01,-37.264298,174.994569
Marine,Cat1,SAROP,2011-04-01,-37.37893755,175.9848932
Land,Cat1,SAROP,2012-07-01,-40.65879922,175.4657158
Land,Cat1,SAROP,2016-01-01,-43.7322887,170.8351046
Land,Cat1,SAROP,2013-12-01,-43.5834925,172.7775503
Land,Cat1,SAROP,2011-02-01,-41.09582947,174.8329972
Land,Cat1,SAROP,2010-10-01,-41.285833,174.779333
Marine,Cat1,SAROP,2015-10-01,-45.7940152,170.6654616
Marine,Cat1,SAROP,2013-12-01,-41.2761852,174.8469542
Land,Cat1,SAROP,2011-11-01,-44.55829701,168.9418069
Land,Cat1,SAROP,2010-07-01,-41.16995435,172.7459026
Marine,Cat1,SAROP,2014-05-01,-37.116342,174.6076243
Land,Cat1,SAROP,2013-08-01,-36.8208511,174.742101
Land,Cat1,SAROP,2012-01-01,-41.28995514,174.9876373
Land,Cat1,SAROP,2017-07-01,-45.113564,168.126313
Land,Cat1,SAROP,2018-01-01,-36.799971,174.710392
Land,Cat1,SAROP,2019-01-01,-39.1421453,175.6363361
Land,Cat1,SAROP,2016-10-01,-39.0913362,176.8026006
Marine,Cat1,SAROP,2010-11-01,-36.85489688,174.8883128
Land,Cat1,SAROP,2013-11-01,-36.8195676,174.8045733
Land,Cat1,SAROP,2013-02-01,-45.07154766,168.5130406
Land,Cat1,SAROP,2017-01-01,-41.346081,174.769701
Land,Cat1,SAROP,2014-07-01,-39.336174,174.284934
Land,Cat1,SAROP,2013-07-01,-43.6556645,169.3213333
Land,Cat1,SAROP,2012-02-01,-43.48853374,172.6312376
Land,Cat1,SAROP,2018-06-01,-37.685522,175.069933
Marine,Cat1,SAROP,2014-03-01,-41.0699847,174.6826206
Marine,Cat1,SAROP,2016-10-01,-36.880608,174.992429
Land,Cat1,SAROP,2017-01-01,-36.949245,175.196107
Land,Cat1,SAROP,2014-03-01,-39.3417497,175.5494637
Land,Cat1,SAROP,2013-02-01,-42.6962351,170.9138985
Land,Cat1,SAROP,2019-03-01,-37.0302052,174.4355056
Land,Cat1,SAROP,2018-05-01,-44.532937,169.14494
Land,Cat2,SAROP,2015-04-01,-44.6155002,168.3666707
Land,Cat1,SAROP,2010-12-01,-42.30435727,172.4575836
Marine,Cat1,SAROP,2018-12-01,-41.286576,174.832047
Marine,Cat1,SAROP,2017-10-01,-41.416022,174.868212
Land,Cat1,SAROP,2016-01-01,-39.2961169,174.066558
Marine,Cat1,SAROP,2017-09-01,-41.258968,173.269366
Land,Cat1,SAROP,2014-10-01,-39.546438,174.793811
Land,Cat2,SAROP,2012-06-01,-38.6400017,176.6778291
Marine,Cat1,SAROP,2012-12-01,-41.2445007,174.1633385
Land,Cat1,SAROP,2018-12-01,-40.6259195,175.4780181
Marine,Cat1,SAROP,2016-10-01,-37.594973,176.042734
Land,Cat1,SAROP,2014-10-01,-44.9386898,167.9619501
Land,Cat1,SAROP,2014-08-01,-43.522293,172.6765807
Land,Cat1,SAROP,2013-01-01,-36.8083353,174.9336638
Land,Cat1,SAROP,2011-01-01,-35.63762903,174.0955388
Land,Cat1,SAROP,2015-04-01,-40.885422,174.96412
Land,Cat1,SAROP,2015-03-01,-39.1548021,175.6331985
Land,Cat1,SAROP,2017-10-01,-36.847121,174.695314
Marine,Cat1,SAROP,2017-08-01,-41.265933,174.888947
Marine,Cat1,SAROP,2017-10-01,-37.876663,174.764505
Land,Cat1,SAROP,2014-04-01,-42.1802494,173.4758452
Land,Cat1,SAROP,2015-05-01,-43.326342,172.666753
Marine,Cat1,SAROP,2010-07-01,-41.441697,174.907837
Land,Cat1,SAROP,2018-01-01,-43.87443,170.873451
Land,Cat1,SAROP,2013-08-01,-36.9465231,174.6067657
Land,Cat1,SAROP,2013-10-01,-38.0020033,177.3999965
Land,Cat1,SAROP,2015-01-01,-41.036702,174.884128
Marine,Cat1,SAROP,2019-01-01,-36.334065,174.8123
Land,Cat1,SAROP,2013-11-01,-36.8068099,175.0697555
Land,Cat1,SAROP,2014-11-01,-41.2537535,174.7884468
Marine,Cat1,SAROP,2014-12-01,-41.371346,174.799803
Land,Cat1,SAROP,2011-03-01,-36.8427178,174.7414869
Marine,Cat1,SAROP,2013-12-01,-36.1260206,174.5744743
Land,Cat1,SAROP,2012-07-01,-43.56378615,172.5900777
Marine,Cat1,SAROP,2010-09-01,-39.234486,174.916312
Land,Cat1,SAROP,2011-09-01,-40.4124982,175.2216621
Marine,Cat1,SAROP,2010-11-01,-41.29033609,174.817498
Land,Cat1,SAROP,2014-09-01,-41.259463,173.299426
Land,Cat1,SAROP,2018-08-01,-38.142885,176.224249
Land,Cat1,SAROP,2017-07-01,-34.928631,173.442066
Marine,Cat1,SAROP,2011-07-01,-36.391663,174.7299977
Land,Cat1,SAROP,2018-06-01,-43.721283,170.066422
Land,Cat1,SAROP,2015-01-01,-43.7181466,170.0680522
Land,Cat1,SAROP,2019-02-01,-36.8483785,174.7640794
Land,Cat1,SAROP,2017-07-01,-37.666166,176.380091
Land,Cat1,SAROP,2014-12-01,-37.804434,174.886521
Land,Cat1,SAROP,2019-03-01,-38.2156316,175.8747551
Land,Cat1,SAROP,2016-03-01,-39.2228847,174.1121341
Land,Cat1,SAROP,2010-08-01,-37.85593843,175.947278
Marine,Cat1,SAROP,2010-12-01,-42.56493304,173.501394
Land,Cat1,SAROP,2012-12-01,-41.00588878,175.326555
Marine,Cat1,SAROP,2018-10-01,-36.807699,174.936949
Land,Cat1,SAROP,2016-01-01,-36.8572301,174.7664813
Land,Cat1,SAROP,2015-04-01,-37.82106,174.816368
Land,Cat1,SAROP,2014-03-01,-43.336791,172.4081926
Land,Cat1,SAROP,2015-02-01,-37.0529867,174.8529312
Land,Cat1,SAROP,2017-10-01,-41.293533,174.90004
Marine,Cat1,SAROP,2016-03-01,-40.06437,175.029348
Land,Cat1,SAROP,2018-06-01,-37.064939,175.634391
Land,Cat1,SAROP,2018-08-01,-40.469594,175.613227
Land,Cat1,SAROP,2017-04-01,-37.7956371,176.0798039
Land,Cat1,SAROP,2016-02-01,-38.100736,176.279772
Land,Cat1,SAROP,2013-04-01,-38.64514158,176.0801341
Land,Cat1,SAROP,2010-09-01,-37.34568774,175.0260437
Marine,Cat1,SAROP,2011-07-01,-36.2499962,174.7833375
Land,Cat1,SAROP,2013-05-01,-39.10811973,175.6529097
Marine,Cat1,SAROP,2015-12-01,-37.4681975,175.9844851
Land,Cat1,SAROP,2015-12-01,-37.3960031,175.8194808
Marine,Cat1,SAROP,2012-02-01,-41.2351356,174.8882641
Land,Cat1,SAROP,2016-05-01,-36.915407,174.7667898
Land,Cat1,SAROP,2011-04-01,-37.01062797,174.486358
Land,Cat1,SAROP,2015-11-01,-36.953699,174.466107
Land,Cat1,SAROP,2017-12-01,-41.366459,173.356314
Land,Cat1,SAROP,2018-01-01,-37.803862,174.849395
Land,Cat1,SAROP,2015-10-01,-37.8677812,174.8081624
Land,Cat1,SAROP,2015-04-01,-44.4155036,168.7166611
Land,Cat1,SAROP,2014-11-01,-37.6955439,176.0500628
Land,Cat1,SAROP,2012-04-01,-36.8216686,174.7416711
Land,Cat1,SAROP,2013-01-01,-41.35064161,173.1888726
Land,Cat1,SAROP,2011-01-01,-35.919675,174.462311
Land,Cat1,SAROP,2017-07-01,-37.838535,174.769755
Land,Cat1,SAROP,2017-04-01,-45.0306786,168.6490916
Marine,Cat1,SAROP,2018-04-01,-36.679859,175.55963
Land,Cat1,SAROP,2011-11-01,-36.85817505,174.8114818
Land,Cat1,SAROP,2017-01-01,-44.767345,168.1707
Land,Cat1,SAROP,2018-02-01,-41.286193,174.785377
Land,Cat1,SAROP,2012-12-01,-38.33672094,176.376342
Land,Cat1,SAROP,2014-01-01,-39.7194184,175.1668654
Land,Cat1,SAROP,2014-12-01,-45.007345,168.443998
Land,Cat1,SAROP,2010-12-01,-37.82255707,174.8106256
Marine,Cat1,SAROP,2015-01-01,-35.0341197,173.9334524
Land,Cat1,SAROP,2013-03-01,-39.14557816,175.5962132
Land,Cat1,SAROP,2014-07-01,-41.2679736,174.7623204
Land,Cat1,SAROP,2015-12-01,-42.950688,171.533591
Land,Cat1,SAROP,2012-06-01,-45.6389806,170.6702182
Land,Cat1,SAROP,2013-08-01,-38.1194021,177.410295
Land,Cat1,SAROP,2018-12-01,-40.899152,173.009921
Land,Cat1,SAROP,2017-01-01,-43.589948,172.72126
Land,Cat1,SAROP,2011-04-01,-41.18678587,175.9392047
Land,Cat1,SAROP,2017-04-01,-38.728279,176.147921
Land,Cat1,SAROP,2016-05-01,-44.3854344,171.1984235
Land,Cat1,SAROP,2015-05-01,-41.0718654,175.2216671
Land,Cat1,SAROP,2018-02-01,-40.872784,175.229317
Land,Cat1,SAROP,2016-07-01,-36.8492611,174.7273132
Land,Cat1,SAROP,2013-05-01,-39.0700011,174.0181683
Land,Cat1,SAROP,2011-01-01,-38.15008729,176.2165688
Land,Cat1,SAROP,2016-12-01,-37.8042209,175.2818489
Land,Cat1,SAROP,2015-10-01,-37.81851,174.828249
Land,Cat1,SAROP,2016-07-01,-39.2980284,175.5180306
Land,Cat1,SAROP,2017-11-01,-41.189314,174.927499
Land,Cat1,SAROP,2012-04-01,-46.6533349,168.4099938
Land,Cat1,SAROP,2016-12-01,-38.1428869,176.2241921
Land,Cat1,SAROP,2016-07-01,-41.8631873,173.1686853
Land,Cat1,SAROP,2014-02-01,-39.4304867,176.4096622
Land,Cat1,SAROP,2012-09-01,-37.66471572,175.861269
Marine,Cat1,SAROP,2014-09-01,-35.803788,174.403464
Marine,Cat1,SAROP,2012-10-01,-36.8499964,175.0249944
Land,Cat1,SAROP,2011-01-01,-42.03351464,171.3843611
Land,Cat1,SAROP,2016-08-01,-43.7133808,170.0742552
Land,Cat1,SAROP,2015-11-01,-43.5945711,172.7329222
Land,Cat1,SAROP,2016-03-01,-37.7928123,175.2929898
Land,Cat1,SAROP,2011-05-01,-45.01054463,168.9010607
Land,Cat1,SAROP,2018-04-01,-43.826665,170.39333
Land,Cat1,SAROP,2016-11-01,-38.224469,175.4995999
Land,Cat1,SAROP,2017-06-01,-41.304437,174.800994
Land,Cat1,SAROP,2014-02-01,-43.5977011,172.6175751
Land,Cat2,SAROP,2011-12-01,-40.9721657,172.5633313
Land,Cat1,SAROP,2011-07-01,-44.91847208,168.7467165
Marine,Cat1,SAROP,2015-12-01,-36.818795,174.715152
Land,Cat1,SAROP,2014-04-01,-41.0710934,174.8057199
Land,Cat1,SAROP,2010-11-01,-36.87166702,174.9149991
Land,Cat1,SAROP,2014-02-01,-41.0750006,173.0149989
Land,Cat1,SAROP,2017-03-01,-43.005223,173.009766
Land,Cat1,SAROP,2011-10-01,-41.0451103,173.0226667
Land,Cat1,SAROP,2017-12-01,-37.274832,174.649336
Land,Cat1,SAROP,2013-11-01,-40.893326,174.9760825
Land,Cat1,SAROP,2010-12-01,-41.285125,173.2257515
Land,Cat1,SAROP,2018-08-01,-37.388539,175.826395
Land,Cat1,SAROP,2016-04-01,-40.869924,175.377965
Land,Cat1,SAROP,2011-02-01,-35.4240312,173.4686229
Marine,Cat1,SAROP,2012-02-01,-36.6333329,174.7333285
Land,Cat1,SAROP,2013-02-01,-36.7118347,174.7541676
Marine,Cat1,SAROP,2016-12-01,-41.263647,174.84964
Land,Cat1,SAROP,2017-02-01,-37.945198,175.57019
Land,Cat1,SAROP,2011-09-01,-45.47622766,168.9263361
Land,Cat1,SAROP,2015-12-01,-36.846963,174.831843
Land,Cat1,SAROP,2019-01-01,-36.849418,174.843993
Land,Cat1,SAROP,2013-12-01,-39.4405272,175.5365649
Marine,Cat1,SAROP,2015-10-01,-41.264163,174.860003
Land,Cat1,SAROP,2018-07-01,-37.630962,176.170465
Marine,Cat1,SAROP,2017-02-01,-36.0833312,174.5999987
Land,Cat1,SAROP,2012-12-01,-38.94156917,175.6554898
Land,Cat1,SAROP,2013-01-01,-40.78938273,172.9538454
Land,Cat1,SAROP,2018-01-01,-42.09434,171.341527
Land,Cat1,SAROP,2011-03-01,-37.20726341,175.8620419
Land,Cat1,SAROP,2016-01-01,-41.218196,174.712576
Land,Cat1,SAROP,2012-04-01,-40.87250598,175.2310176
Land,Cat1,SAROP,2013-12-01,-44.087092,171.2516866
Land,Cat1,SAROP,2016-05-01,-36.8765614,174.822148
Land,Cat1,SAROP,2018-02-01,-37.56296,175.979884
Land,Cat1,SAROP,2011-04-01,-43.28908238,172.5882909
Land,Cat1,SAROP,2018-05-01,-41.100579,174.86798
Land,Cat1,SAROP,2012-07-01,-36.69451393,174.7428833
Land,Cat1,SAROP,2019-02-01,-39.13,175.823333
Land,Cat1,SAROP,2011-09-01,-42.423861,173.6834543
Land,Cat1,SAROP,2014-11-01,-43.301596,172.216835
Marine,Cat1,SAROP,2017-03-01,-35.613337,174.542171
Land,Cat1,SAROP,2018-10-01,-39.521037,173.927017
Land,Cat1,SAROP,2013-02-01,-36.91417596,174.8354797
Marine,Cat1,SAROP,2017-03-01,-41.246354,174.891182
Land,Cat1,SAROP,2015-05-01,-41.3489103,174.9302639
Land,Cat1,SAROP,2016-12-01,-38.145599,176.22363
Land,Cat1,SAROP,2012-05-01,-42.05293018,173.7835481
Land,Cat1,SAROP,2012-01-01,-36.81077417,174.7309767
Marine,Cat1,SAROP,2015-03-01,-41.276,174.851476
Marine,Cat1,SAROP,2014-01-01,-46.477619,169.742556
Land,Cat1,SAROP,2018-07-01,-45.00759,168.614185
Marine,Cat1,SAROP,2017-02-01,-41.329749,173.733397
Land,Cat1,SAROP,2016-12-01,-41.733109,174.282893
Land,Cat1,SAROP,2015-01-01,-37.410339,175.953901
Land,Cat1,SAROP,2015-12-01,-43.6307831,169.9456375
Land,Cat1,SAROP,2016-02-01,-36.780854,174.657101
Land,Cat1,SAROP,2013-03-01,-41.3461669,174.7574953
Land,Cat1,SAROP,2015-07-01,-37.5319809,175.1552713
Land,Cat1,SAROP,2011-12-01,-37.1171686,175.5171645
Marine,Cat1,SAROP,2018-12-01,-41.358998,174.847331
Marine,Cat1,SAROP,2016-01-01,-36.419405,174.86682
Land,Cat1,SAROP,2011-12-01,-41.3306698,174.8003361
Land,Cat1,SAROP,2013-10-01,-41.3498373,172.2373971
Land,Cat1,SAROP,2015-07-01,-40.868218,175.4540132
Land,Cat1,SAROP,2016-12-01,-38.912162,175.762177
Land,Cat1,SAROP,2017-01-01,-41.362706,174.344394
Land,Cat1,SAROP,2016-08-01,-40.9426459,175.2716271
Land,Cat1,SAROP,2012-02-01,-41.106663,174.816662
Land,Cat1,SAROP,2011-11-01,-39.1542094,175.6343104
Land,Cat1,SAROP,2013-12-01,-36.9223644,174.7559152
Land,Cat1,SAROP,2015-10-01,-40.4665723,175.230603
Land,Cat1,SAROP,2018-04-01,-39.245225,175.552788
Land,Cat1,SAROP,2018-12-01,-39.1022076,175.9776903
Land,Cat1,SAROP,2012-09-01,-37.8619667,176.9809847
Land,Cat1,SAROP,2011-08-01,-41.0938353,174.8911642
Land,Cat1,SAROP,2017-01-01,-41.408502,175.486174
Land,Cat1,SAROP,2018-12-01,-38.714314,176.057802
Land,Cat1,SAROP,2014-01-01,-46.1364981,168.5995648
Land,Cat1,SAROP,2014-09-01,-37.1484796,175.5548695
Marine,Cat1,SAROP,2018-03-01,-36.835472,175.804003
Land,Cat1,SAROP,2016-03-01,-37.990928,175.095338
Land,Cat1,SAROP,2014-05-01,-36.4179067,174.8633104
Marine,Cat1,SAROP,2012-02-01,-41.239833,174.6355032
Land,Cat1,SAROP,2018-09-01,-37.070187,175.183663
Marine,Cat1,SAROP,2012-05-01,-37.0301064,174.590605
Land,Cat1,SAROP,2013-03-01,-43.53673768,170.2065044
Marine,Cat1,SAROP,2018-12-01,-41.29133,174.89674
Land,Cat1,SAROP,2015-12-01,-39.0734338,174.1005363
Land,Cat1,SAROP,2018-11-01,-36.8624159,174.7680926
Land,Cat1,SAROP,2017-05-01,-37.865135,174.802715
Marine,Cat1,SAROP,2014-01-01,-45.8835729,171.015326
Marine,Cat1,SAROP,2018-09-01,-37.477128,175.94847
Land,Cat1,SAROP,2018-10-01,-40.871215,175.2302386
Marine,Cat1,SAROP,2016-04-01,-41.250099,174.904145
Land,Cat1,SAROP,2016-02-01,-41.164217,173.403124
Land,Cat1,SAROP,2012-01-01,-43.22405261,171.5617909
Marine,Cat1,SAROP,2018-12-01,-37.2051976,175.8969544
Marine,Cat1,SAROP,2015-01-01,-38.0836457,174.773015
Marine,Cat1,SAROP,2010-11-01,-36.75704,174.772825
Land,Cat1,SAROP,2014-03-01,-44.9846365,167.4403892
Land,Cat1,SAROP,2014-01-01,-36.958879,175.2351049
Marine,Cat1,SAROP,2016-04-01,-41.337636,174.809547
Land,Cat1,SAROP,2017-10-01,-38.401023,175.614984
Land,Cat1,SAROP,2014-03-01,-38.306022,175.4886302
Land,Cat1,SAROP,2013-07-01,-44.7502315,169.2909393
Land,Cat1,SAROP,2017-02-01,-38.13516,176.209605
Land,Cat1,SAROP,2017-10-01,-38.649163,176.089233
Land,Cat1,SAROP,2015-03-01,-39.7177666,178.7961407
Land,Cat1,SAROP,2016-04-01,-36.8793709,174.8240885
Land,Cat1,SAROP,2015-05-01,-40.893739,172.5793
Land,Cat1,SAROP,2015-03-01,-38.135272,176.25754
Land,Cat1,SAROP,2017-01-01,-36.8471712,174.771319
Land,Cat1,SAROP,2013-08-01,-42.5734003,172.8667844
Marine,Cat1,SAROP,2017-11-01,-35.209578,174.02606
Land,Cat1,SAROP,2014-10-01,-37.817105,177.634905
Land,Cat1,SAROP,2010-07-01,-41.13364852,174.8668362
Land,Cat1,SAROP,2016-04-01,-40.6967954,175.5431899
Land,Cat1,SAROP,2018-01-01,-39.099592,175.647556
Land,Cat1,SAROP,2011-09-01,-39.27625865,174.0897911
Land,Cat1,SAROP,2016-05-01,-36.79027,174.780658
Land,Cat1,SAROP,2011-04-01,-45.91866993,170.4792802
Land,Cat1,SAROP,2015-06-01,-41.0280306,174.8865319
Land,Cat1,SAROP,2012-02-01,-45.71528649,170.5366172
Land,Cat1,SAROP,2017-09-01,-36.748893,174.655189
Land,Cat1,SAROP,2015-12-01,-36.9746774,174.8199581
Land,Cat1,SAROP,2013-02-01,-37.40970684,175.298665
Land,Cat1,SAROP,2017-08-01,-41.272409,173.299495
Land,Cat1,SAROP,2015-02-01,-37.029201,174.883187
Land,Cat1,SAROP,2013-12-01,-36.7412229,174.7099481
Marine,Cat2,SAROP,2012-03-01,-34.578332,172.6083301
Marine,Cat1,SAROP,2010-10-01,-36.089459,174.591486
Land,Cat1,SAROP,2012-06-01,-38.54416964,175.6010497
Land,Cat1,SAROP,2019-01-01,-41.23369,174.88759
Land,Cat1,SAROP,2013-04-01,-36.9583361,174.4583283
Land,Cat1,SAROP,2012-06-01,-38.09287798,176.0805276
Marine,Cat1,SAROP,2014-10-01,-37.6201679,176.1701633
Land,Cat1,SAROP,2011-01-01,-36.41666502,174.7500028
Land,Cat1,SAROP,2014-03-01,-36.5829754,174.6847451
Marine,Cat1,SAROP,2012-06-01,-36.6666705,175.8833373
Land,Cat1,SAROP,2012-02-01,-39.22983046,174.8935493
Land,Cat1,SAROP,2017-01-01,-40.547655,175.190718
Land,Cat1,SAROP,2015-11-01,-37.3816074,175.9373256
Marine,Cat1,SAROP,2011-12-01,-46.5728353,168.8001658
Marine,Cat1,SAROP,2011-11-01,-43.6026038,170.1440599
Land,Cat1,SAROP,2015-06-01,-38.704837,176.087766
Land,Cat1,SAROP,2010-09-01,-37.7873149,175.2748905
Land,Cat1,SAROP,2012-01-01,-41.0949968,174.8646695
Land,Cat1,SAROP,2016-07-01,-36.8552281,174.7372057
Marine,Cat1,SAROP,2018-08-01,-41.304994,174.802342
Land,Cat1,SAROP,2012-04-01,-38.69895227,175.682658
Land,Cat1,SAROP,2018-08-01,-44.145942,170.020447
Land,Cat1,SAROP,2012-10-01,-43.19365926,171.8878706
Land,Cat1,SAROP,2016-12-01,-37.060742,174.516195
Land,Cat1,SAROP,2018-06-01,-36.953961,174.472486
Marine,Cat1,SAROP,2013-04-01,-41.3068271,174.807277
Land,Cat1,SAROP,2013-10-01,-36.86296,174.7847517
Land,Cat1,SAROP,2018-04-01,-44.834141,168.827578
Land,Cat1,SAROP,2014-10-01,-36.7234254,175.7041831
Land,Cat1,SAROP,2013-12-01,-39.1349644,175.6490705
Land,Cat1,SAROP,2011-01-01,-41.38399785,174.7090021
Marine,Cat1,SAROP,2013-09-01,-37.6630098,176.2279179
Land,Cat1,SAROP,2011-11-01,-36.8287971,174.7411376
Land,Cat1,SAROP,2018-01-01,-43.499825,172.638398
Marine,Cat1,SAROP,2010-09-01,-41.105358,174.859437
Land,Cat1,SAROP,2012-08-01,-36.9666627,174.4333363
Land,Cat1,SAROP,2014-11-01,-41.284179,174.786093
Land,Cat1,SAROP,2015-10-01,-41.1162306,174.8353037
Land,Cat1,SAROP,2018-08-01,-38.98321,174.391228
Land,Cat1,SAROP,2014-05-01,-35.3129715,174.1126041
Land,Cat1,SAROP,2018-10-01,-41.330797,174.79753
Marine,Cat1,SAROP,2010-12-01,-36.460778,174.774113
Land,Cat1,SAROP,2012-08-01,-41.3538334,174.7378343
Land,Cat1,SAROP,2015-10-01,-36.8348204,174.6349825
Marine,Cat1,SAROP,2016-02-01,-39.062169,174.291788
Land,Cat1,SAROP,2018-01-01,-44.413212,168.406767
Marine,Cat1,SAROP,2013-01-01,-36.883333,174.666671
Land,Cat2,SAROP,2012-09-01,-43.2300003,173.7683382
Land,Cat1,SAROP,2014-04-01,-41.3029222,173.2357991
Land,Cat1,SAROP,2012-08-01,-38.01957532,175.31715
Marine,Cat1,SAROP,2017-12-01,-40.308794,175.233632
Land,Cat1,SAROP,2013-12-01,-37.8211394,175.2844261
Land,Cat1,SAROP,2010-07-01,-35.402204,173.487854
Land,Cat1,SAROP,2018-07-01,-41.513698,173.825712
Land,Cat2,SAROP,2016-10-01,-46.395472,167.97812
Marine,Cat1,SAROP,2011-01-01,-36.81166692,174.883338
Marine,Cat1,SAROP,2016-01-01,-37.7973369,178.4720058
Land,Cat1,SAROP,2011-01-01,-37.63166883,176.1810409
Land,Cat1,SAROP,2018-11-01,-40.6163558,172.6817846
Land,Cat1,SAROP,2017-01-01,-36.989405,174.474797
Land,Cat2,SAROP,2013-05-01,-36.8166703,174.8166687
Land,Cat2,SAROP,2018-12-01,-42.8445,171.518839
Land,Cat1,SAROP,2012-12-01,-41.10930538,174.8158893
Land,Cat1,SAROP,2016-12-01,-43.5268699,172.5878652
Land,Cat1,SAROP,2016-09-01,-37.74888,175.2939934
Land,Cat1,SAROP,2018-12-01,-38.126444,175.458563
Land,Cat1,SAROP,2012-09-01,-38.1819499,176.4303429
Land,Cat1,SAROP,2014-01-01,-40.3234393,175.3137523
Land,Cat1,SAROP,2014-01-01,-38.6833703,176.6868083
Marine,Cat1,SAROP,2012-02-01,-38.4562733,176.7047844
Land,Cat1,SAROP,2013-12-01,-38.33442,175.4015169
Marine,Cat1,SAROP,2014-12-01,-37.641041,176.068288
Land,Cat1,SAROP,2015-07-01,-38.1290172,176.2442937
Land,Cat1,SAROP,2018-04-01,-36.748707,174.338465
Land,Cat1,SAROP,2012-11-01,-37.0483157,175.9574841
Land,Cat1,SAROP,2015-06-01,-35.129264,173.69011
Land,Cat1,SAROP,2014-12-01,-41.3379997,174.8084973
Land,Cat1,SAROP,2013-01-01,-36.87929491,174.7506536
Marine,Cat1,SAROP,2012-09-01,-41.3041642,174.8338282
Land,Cat1,SAROP,2018-11-01,-45.954081,170.316346
Land,Cat1,SAROP,2018-03-01,-42.488256,172.293285
Marine,Cat1,SAROP,2017-01-01,-38.921919,175.753728
Land,Cat1,SAROP,2017-10-01,-41.337738,174.768733
Land,Cat1,SAROP,2012-09-01,-43.46360409,172.4560836
Land,Cat1,SAROP,2012-10-01,-38.28011645,176.8655603
Land,Cat1,SAROP,2010-07-01,-35.906293,174.709396
Land,Cat1,SAROP,2014-10-01,-41.277836,174.759786
Land,Cat1,SAROP,2012-12-01,-39.14083648,175.835489
Land,Cat1,SAROP,2010-12-01,-43.71876056,170.0653161
Marine,Cat1,SAROP,2018-03-01,-36.765972,174.917982
Land,Cat1,SAROP,2010-11-01,-41.283333,174.783333
Land,Cat1,SAROP,2017-05-01,-45.1389285,168.7684843
Marine,Cat1,SAROP,2014-11-01,-41.1026649,174.871162
Land,Cat1,SAROP,2011-12-01,-38.25166318,175.1705258
Marine,Cat1,SAROP,2011-06-01,-38.10010446,176.4288114
Land,Cat1,SAROP,2012-04-01,-37.77636194,175.2890527
Land,Cat1,SAROP,2016-02-01,-36.925685,174.461704
Land,Cat1,SAROP,2015-04-01,-38.1286085,176.463471
Land,Cat1,SAROP,2016-01-01,-43.5053965,172.7342682
Marine,Cat1,SAROP,2019-01-01,-36.82131,174.772997
Marine,Cat1,SAROP,2011-08-01,-38.7845201,175.9906856
Land,Cat1,SAROP,2010-10-01,-44.86594459,168.596163
Land,Cat1,SAROP,2016-10-01,-40.880436,174.926781
