Environment,SarCategory,Response,date,LocationFindLocationLatitude,LocationFindLocationLongitude
Marine,Cat1,SAROP,2015-12-01,-41.105913,174.85505
Land,Cat1,SAROP,2018-04-01,-37.040823,174.499281
Land,Cat1,SAROP,2017-04-01,-39.153977,175.633827
Land,Cat1,SAROP,2011-01-01,-43.49594344,172.6423119
Land,Cat1,SAROP,2013-03-01,-38.33283418,175.5441583
Marine,Cat1,SAROP,2017-11-01,-36.817328,174.719617
Land,Cat1,SAROP,2013-07-01,-36.8905923,174.8595567
Land,Cat1,SAROP,2018-02-01,-40.351665,175.596583
Marine,Cat1,SAROP,2015-08-01,-41.337017,174.772106
Land,Cat1,SAROP,2014-03-01,-37.3195987,175.5129591
Land,Cat1,SAROP,2019-01-01,-37.8210175,174.8099404
Land,Cat1,SAROP,2011-10-01,-38.69028596,176.0767027
Land,Cat1,SAROP,2010-12-01,-36.838141,174.422207
Land,Cat1,SAROP,2011-01-01,-35.78231,174.374485
Land,Cat1,SAROP,2016-12-01,-41.1115937,174.8492637
Land,Cat1,SAROP,2016-01-01,-43.595065,170.262581
Land,Cat1,SAROP,2015-05-01,-35.819297,174.493214
Land,Cat1,SAROP,2012-06-01,-41.2591662,174.9063357
Land,Cat1,SAROP,2012-08-01,-40.3471141,175.6810003
Land,Cat1,SAROP,2018-10-01,-39.2927433,175.5579452
Land,Cat1,SAROP,2016-07-01,-37.36854,175.067963
Land,Cat1,SAROP,2015-10-01,-37.2555341,175.6452902
Land,Cat1,SAROP,2014-06-01,-40.995696,173.005389
Land,Cat1,SAROP,2014-02-01,-45.897338,170.3349766
Land,Cat1,SAROP,2013-02-01,-41.449,172.521
Land,Cat1,SAROP,2017-10-01,-38.148055,176.276671
Land,Cat1,SAROP,2014-01-01,-37.8192969,174.8169192
Land,Cat1,SAROP,2016-04-01,-45.094873,170.988568
Marine,Cat1,SAROP,2011-10-01,-38.7153881,178.0703488
Land,Cat1,SAROP,2010-10-01,-36.543333,174.7
Land,Cat1,SAROP,2018-11-01,-45.9215,170.4589
Land,Cat2,SAROP,2019-02-01,-44.731169,168.021164
Land,Cat1,SAROP,2014-07-01,-43.8573193,173.0197098
Land,Cat1,SAROP,2016-04-01,-39.0737948,175.6631695
Land,Cat1,SAROP,2012-03-01,-39.49634062,176.9188481
Land,Cat1,SAROP,2012-09-01,-37.8000039,174.4199973
Land,Cat1,SAROP,2016-08-01,-37.693731,176.299234
Land,Cat1,SAROP,2012-06-01,-36.96864944,174.8588034
Land,Cat1,SAROP,2014-05-01,-38.3840405,176.0480149
Land,Cat1,SAROP,2019-02-01,-41.34566,174.784955
Land,Cat1,SAROP,2014-07-01,-40.934782,172.972906
Land,Cat1,SAROP,2013-04-01,-37.290832,176.2706647
Land,Cat1,SAROP,2010-10-01,-44.73675079,171.0139698
Land,Cat1,SAROP,2016-01-01,-42.2120315,172.6926177
Land,Cat1,SAROP,2013-05-01,-45.93676035,169.4063201
Land,Cat1,SAROP,2017-03-01,-37.618852,175.029121
Land,Cat1,SAROP,2013-01-01,-36.3422326,174.7849262
Land,Cat1,SAROP,2018-11-01,-38.3637582,176.0013458
Land,Cat1,SAROP,2015-09-01,-43.888015,170.523823
Land,Cat1,SAROP,2014-01-01,-43.4843998,172.7234408
Land,Cat1,SAROP,2012-04-01,-37.95012547,176.9921151
Marine,Cat1,SAROP,2019-02-01,-36.847539,174.70987
Land,Cat1,SAROP,2017-12-01,-44.091891,171.244637
Land,Cat1,SAROP,2013-03-01,-40.5096631,172.8736687
Marine,Cat1,SAROP,2013-01-01,-36.8124254,175.7431777
Marine,Cat1,SAROP,2014-11-01,-40.8770031,174.9180045
Land,Cat1,SAROP,2012-04-01,-40.2765304,175.2225315
Marine,Cat1,SAROP,2011-02-01,-40.962465,174.955988
Land,Cat1,SAROP,2017-11-01,-45.457327,170.836346
Land,Cat1,SAROP,2016-02-01,-40.850123,174.99586
Land,Cat1,SAROP,2014-12-01,-43.5202805,172.7119304
Land,Cat1,SAROP,2010-10-01,-43.188797,172.2346771
Land,Cat1,SAROP,2017-03-01,-37.067434,175.088786
Land,Cat1,SAROP,2011-01-01,-36.81342534,174.6334286
Marine,Cat1,SAROP,2016-10-01,-43.8821022,172.9412444
Marine,Cat1,SAROP,2010-11-01,-40.55543,176.4891005
Land,Cat1,SAROP,2016-07-01,-37.6661007,176.2236202
Marine,Cat1,SAROP,2012-03-01,-41.2693301,174.902835
Land,Cat1,SAROP,2018-10-01,-41.2630753,174.7780293
Land,Cat1,SAROP,2018-01-01,-46.081321,168.601207
Land,Cat1,SAROP,2015-10-01,-38.267565,175.026988
Land,Cat1,SAROP,2012-10-01,-37.7741604,175.2729091
Land,Cat1,SAROP,2017-07-01,-39.154298,175.682542
Land,Cat1,SAROP,2010-11-01,-42.86807285,171.6876104
Marine,Cat1,SAROP,2017-10-01,-41.255451,173.27194
Marine,Cat1,SAROP,2016-02-01,-37.141718,174.690491
Land,Cat1,SAROP,2011-10-01,-41.23360417,174.7982781
Land,Cat1,SAROP,2013-09-01,-36.9533231,174.4686776
Land,Cat1,SAROP,2018-01-01,-36.85813,174.77321
Land,Cat2,SAROP,2019-02-01,-44.293333,169.461667
Land,Cat1,SAROP,2013-01-01,-36.84876658,174.7622266
Land,Cat1,SAROP,2013-06-01,-37.56029232,175.7556449
Land,Cat1,SAROP,2015-08-01,-38.120761,176.263858
Land,Cat1,SAROP,2012-05-01,-41.27395468,173.3773264
Land,Cat1,SAROP,2019-01-01,-42.296667,171.820833
Land,Cat1,SAROP,2017-06-01,-41.092392,174.783859
Land,Cat1,SAROP,2014-03-01,-36.7798726,175.025097
Marine,Cat1,SAROP,2018-03-01,-41.345044,174.77283
Land,Cat1,SAROP,2015-01-01,-39.3313762,175.5252825
Land,Cat1,SAROP,2012-09-01,-41.06531434,175.1097203
Land,Cat1,SAROP,2019-02-01,-39.2908512,175.5624558
Land,Cat1,SAROP,2017-12-01,-43.50209,172.529032
Land,Cat1,SAROP,2010-07-01,-36.89827662,174.7653062
Land,Cat2,SAROP,2018-10-01,-44.461166,169.342172
Land,Cat1,SAROP,2016-05-01,-35.4137544,173.7900352
Land,Cat1,SAROP,2011-12-01,-43.75584424,171.216657
Land,Cat1,SAROP,2011-05-01,-45.03609683,168.6434115
Marine,Cat1,SAROP,2018-01-01,-45.849494,170.589081
Land,Cat1,SAROP,2014-12-01,-37.6938493,176.1645249
Marine,Cat1,SAROP,2012-08-01,-35.4138172,173.4058041
Land,Cat1,SAROP,2016-12-01,-37.011761,175.509318
Marine,Cat1,SAROP,2019-01-01,-36.801382,174.916763
Land,Cat1,SAROP,2016-03-01,-37.1175638,175.5256964
Land,Cat1,SAROP,2016-12-01,-37.6638399,175.132621
Land,Cat1,SAROP,2016-02-01,-44.8766045,168.1281735
Land,Cat1,SAROP,2011-09-01,-41.6319474,171.0733299
Land,Cat1,SAROP,2018-02-01,-37.469045,175.983349
Land,Cat1,SAROP,2012-02-01,-43.60990941,171.3823901
Land,Cat1,SAROP,2018-08-01,-46.568456,168.342633
Land,Cat1,SAROP,2011-07-01,-39.25229441,175.5594867
Land,Cat1,SAROP,2013-12-01,-36.9928532,174.862033
Marine,Cat1,SAROP,2012-10-01,-41.1249956,173.3999998
Land,Cat1,SAROP,2017-11-01,-43.527208,172.631646
Land,Cat1,SAROP,2013-10-01,-43.4162733,172.6453381
Marine,Cat1,SAROP,2011-02-01,-41.24166644,174.8750033
Land,Cat1,SAROP,2016-11-01,-39.129582,177.184749
Land,Cat1,SAROP,2018-04-01,-38.097431,176.275646
Land,Cat1,SAROP,2014-01-01,-37.1559258,175.5908448
Land,Cat2,SAROP,2016-12-01,-43.6550312,169.9949144
Marine,Cat1,SAROP,2018-02-01,-43.643029,172.695319
Land,Cat1,SAROP,2013-11-01,-36.988559,174.8484455
Land,Cat1,SAROP,2018-03-01,-36.946113,174.843983
Land,Cat1,SAROP,2013-11-01,-39.1712769,175.5700175
Marine,Cat1,SAROP,2012-04-01,-43.6048544,172.8327227
Marine,Cat1,SAROP,2010-08-01,-40.544363,175.195468
Land,Cat1,SAROP,2016-09-01,-41.2055707,174.9238137
Land,Cat1,SAROP,2018-03-01,-36.808247,174.930621
Land,Cat1,SAROP,2015-11-01,-36.81782,174.741639
Land,Cat1,SAROP,2018-01-01,-38.752966,176.069151
Land,Cat1,SAROP,2017-11-01,-37.218496,175.046932
Land,Cat1,SAROP,2015-06-01,-37.694963,176.26166
Land,Cat1,SAROP,2013-03-01,-36.8354321,174.7410637
Land,Cat1,SAROP,2016-12-01,-37.024758,174.550378
Land,Cat2,SAROP,2018-04-01,-38.662163,175.576667
Land,Cat1,SAROP,2011-12-01,-38.2361646,178.3308275
Land,Cat1,SAROP,2016-03-01,-41.848498,171.70711
Land,Cat1,SAROP,2010-12-01,-36.98683045,174.8372918
Marine,Cat2,SAROP,2018-03-01,-43.585384,172.787552
Land,Cat1,SAROP,2016-09-01,-42.4851024,172.8418094
Land,Cat1,SAROP,2016-07-01,-43.5527323,172.672023
Land,Cat1,SAROP,2011-07-01,-36.09877221,174.3616098
Land,Cat1,SAROP,2012-09-01,-36.85006974,174.8228311
Marine,Cat1,SAROP,2014-03-01,-41.2916694,174.8972862
Land,Cat1,SAROP,2015-01-01,-38.2058962,176.3763003
Land,Cat1,SAROP,2012-12-01,-37.6887171,176.2771037
Land,Cat2,SAROP,2016-05-01,-39.0574861,176.1125559
Land,Cat1,SAROP,2016-07-01,-37.7234857,176.1435543
Marine,Cat1,SAROP,2017-02-01,-36.79486,174.870518
Marine,Cat1,SAROP,2013-02-01,-35.8383352,174.5199983
Land,Cat1,SAROP,2016-08-01,-36.8536335,174.6084417
Land,Cat1,SAROP,2014-12-01,-37.811768,176.524856
Land,Cat1,SAROP,2016-02-01,-36.934478,174.787202
Land,Cat1,SAROP,2016-07-01,-44.5235984,168.8284524
Land,Cat1,SAROP,2015-09-01,-43.1293498,172.3375363
Land,Cat1,SAROP,2012-03-01,-42.51685097,172.3873944
Land,Cat1,SAROP,2016-10-01,-37.6925562,176.2650618
Land,Cat1,SAROP,2014-04-01,-39.2085001,175.6772857
Land,Cat1,SAROP,2016-01-01,-41.28548,174.784139
Marine,Cat1,SAROP,2015-04-01,-36.439401,174.780346
Land,Cat1,SAROP,2012-12-01,-41.27746075,174.9051846
Land,Cat1,SAROP,2016-01-01,-39.8697064,175.7313654
Land,Cat1,SAROP,2017-12-01,-36.914723,174.448438
Land,Cat1,SAROP,2011-06-01,-36.84452801,174.8639914
Land,Cat1,SAROP,2015-02-01,-37.655885,175.20236
Land,Cat1,SAROP,2017-02-01,-36.8421629,174.4093306
Land,Cat1,SAROP,2016-04-01,-45.774102,167.557039
Land,Cat1,SAROP,2014-10-01,-41.3456623,174.969383
Land,Cat1,SAROP,2014-04-01,-41.2787671,174.8510747
Land,Cat1,SAROP,2016-12-01,-37.6355315,176.187471
Land,Cat1,SAROP,2015-02-01,-41.2273,174.871974
Land,Cat1,SAROP,2018-05-01,-36.366667,175.45
Land,Cat1,SAROP,2015-08-01,-41.2490545,174.9282995
Land,Cat1,SAROP,2011-03-01,-37.67134982,176.1819876
Land,Cat1,SAROP,2013-04-01,-37.69843012,176.1994062
Land,Cat1,SAROP,2010-10-01,-41.1,174.4482
Land,Cat1,SAROP,2017-09-01,-41.297982,173.279505
Land,Cat1,SAROP,2012-05-01,-35.82047824,174.5176875
Land,Cat1,SAROP,2017-02-01,-41.1091011,172.1007843
Land,Cat1,SAROP,2015-08-01,-39.3206192,175.5323302
Land,Cat1,SAROP,2016-08-01,-37.0631944,175.6708651
Marine,Cat1,SAROP,2015-09-01,-45.783352,170.70016
Marine,Cat1,SAROP,2015-09-01,-35.7917716,174.4484376
Land,Cat1,SAROP,2015-12-01,-35.8900005,174.5496572
Marine,Cat1,SAROP,2015-05-01,-39.950004,174.9666631
Marine,Cat1,SAROP,2017-03-01,-41.278572,174.903899
Land,Cat1,SAROP,2013-09-01,-36.3451277,175.5294725
Land,Cat1,SAROP,2015-01-01,-44.387535,171.246976
Land,Cat1,SAROP,2011-03-01,-36.95833611,174.4583282
Land,Cat1,SAROP,2016-07-01,-36.8536335,174.6084417
Marine,Cat1,SAROP,2011-10-01,-41.2143459,174.1594998
Land,Cat1,SAROP,2015-04-01,-35.8500027,174.5333317
Land,Cat1,SAROP,2016-01-01,-36.804867,174.390313
Marine,Cat1,SAROP,2010-12-01,-46.482792,169.737053
Land,Cat1,SAROP,2018-02-01,-41.222724,173.973908
Land,Cat1,SAROP,2012-08-01,-38.15237844,176.2579365
Land,Cat1,SAROP,2014-03-01,-37.0333156,174.6991293
Marine,Cat1,SAROP,2018-02-01,-36.792385,174.821079
Marine,Cat1,SAROP,2017-12-01,-36.835594,174.746698
Land,Cat1,SAROP,2018-12-01,-39.1374328,175.6470924
Land,Cat1,SAROP,2012-11-01,-38.00661498,177.287058
Marine,Cat1,SAROP,2016-10-01,-35.7665014,174.3841528
Land,Cat1,SAROP,2011-10-01,-40.3496671,175.1453276
Land,Cat1,SAROP,2012-02-01,-45.48210063,167.6098282
Land,Cat1,SAROP,2015-07-01,-39.2999674,175.5592286
Marine,Cat1,SAROP,2015-04-01,-36.601874,174.88956
Land,Cat1,SAROP,2014-03-01,-34.7832412,173.4009863
Marine,Cat1,SAROP,2019-03-01,-36.637614,174.762909
Land,Cat1,SAROP,2016-03-01,-44.8020096,168.0951348
Land,Cat1,SAROP,2017-01-01,-43.912871,168.963145
Land,Cat1,SAROP,2017-06-01,-37.6315411,176.177093
Land,Cat1,SAROP,2011-07-01,-40.66309475,175.3367631
Land,Cat1,SAROP,2015-04-01,-41.542,173.107
Marine,Cat1,SAROP,2019-04-01,-45.063704,168.706727
Land,Cat1,SAROP,2011-05-01,-37.13946306,175.5395836
Land,Cat1,SAROP,2011-11-01,-37.94308059,177.0159264
Land,Cat1,SAROP,2018-04-01,-37.661984,176.168769
Land,Cat1,SAROP,2013-08-01,-41.2865603,174.7749053
Land,Cat1,SAROP,2014-04-01,-46.054365,168.885896
Land,Cat1,SAROP,2013-11-01,-36.909715,174.7634596
Land,Cat1,SAROP,2016-12-01,-44.700107,169.050139
Marine,Cat1,SAROP,2018-11-01,-41.232425,174.872795
Land,Cat1,SAROP,2016-02-01,-41.26932,174.90689
Land,Cat1,SAROP,2010-12-01,-39.15056214,175.6322536
Land,Cat1,SAROP,2014-01-01,-44.6268698,168.4680857
Land,Cat1,SAROP,2016-10-01,-46.567195,168.016609
Land,Cat1,SAROP,2017-04-01,-43.262169,170.359641
Land,Cat1,SAROP,2013-10-01,-39.5081281,176.8899904
Land,Cat1,SAROP,2019-02-01,-38.675526,175.92385
Land,Cat1,SAROP,2016-06-01,-41.284548,174.865777
Land,Cat1,SAROP,2015-01-01,-38.0389312,176.2606334
Land,Cat1,SAROP,2018-12-01,-40.676996,172.686005
Land,Cat1,SAROP,2012-10-01,-36.85720033,175.5834113
Land,Cat1,SAROP,2013-06-01,-36.98815865,174.8492672
Marine,Cat1,SAROP,2017-02-01,-37.410066,175.954588
Marine,Cat1,SAROP,2016-01-01,-41.315615,173.193552
Land,Cat1,SAROP,2011-06-01,-39.06052429,174.0209447
Marine,Cat1,SAROP,2016-07-01,-35.402744,173.486159
Land,Cat1,SAROP,2011-04-01,-39.04966163,176.0189325
Land,Cat1,SAROP,2017-02-01,-36.576014,174.636546
Land,Cat2,SAROP,2015-03-01,-44.4763148,168.0724102
Land,Cat1,SAROP,2017-07-01,-42.911815,171.51969
Land,Cat1,SAROP,2019-02-01,-39.610222,176.968372
Land,Cat1,SAROP,2012-12-01,-41.22976782,174.8854847
Land,Cat1,SAROP,2014-08-01,-38.1326842,176.2556683
Marine,Cat1,SAROP,2012-08-01,-35.2887854,174.1411065
Marine,Cat1,SAROP,2015-03-01,-43.623536,172.730745
Marine,Cat1,SAROP,2013-01-01,-41.2376537,174.872514
Marine,Cat1,SAROP,2011-05-01,-39.48333177,176.9333309
Land,Cat1,SAROP,2017-10-01,-45.832462,170.499734
Land,Cat1,SAROP,2019-03-01,-37.130283,174.798475
Land,Cat1,SAROP,2015-02-01,-35.842411,174.527421
Marine,Cat1,SAROP,2016-01-01,-37.034258,174.700849
Land,Cat1,SAROP,2013-04-01,-35.808667,174.5020014
Land,Cat1,SAROP,2012-07-01,-45.13916486,168.7675765
Land,Cat1,SAROP,2014-02-01,-37.7947196,175.2926854
Land,Cat1,SAROP,2017-01-01,-39.1542823,175.6326816
Land,Cat1,SAROP,2015-03-01,-38.6996002,177.0415038
Land,Cat1,SAROP,2016-01-01,-43.4212304,170.5120688
Land,Cat1,SAROP,2016-04-01,-41.315235,173.313405
Marine,Cat1,SAROP,2013-09-01,-37.6818571,176.1755782
Marine,Cat1,SAROP,2014-01-01,-36.6012317,174.8894545
Marine,Cat1,SAROP,2011-09-01,-35.6308292,174.5150102
Land,Cat1,SAROP,2014-01-01,-37.0300288,174.7039464
Land,Cat1,SAROP,2013-03-01,-36.9140992,174.835781
Land,Cat1,SAROP,2016-01-01,-41.294044,173.37364
Marine,Cat1,SAROP,2012-03-01,-41.1166637,174.8493345
Land,Cat1,SAROP,2014-10-01,-37.8838375,176.0213512
Land,Cat1,SAROP,2013-04-01,-43.56800011,172.64383
Land,Cat1,SAROP,2012-12-01,-39.1660297,176.397016
Land,Cat1,SAROP,2016-02-01,-45.908975,170.515887
Land,Cat1,SAROP,2012-03-01,-44.81650373,168.135045
Land,Cat1,SAROP,2014-09-01,-39.930556,175.048549
Land,Cat1,SAROP,2018-01-01,-37.983134,175.294529
Land,Cat1,SAROP,2017-11-01,-36.855578,174.734208
Land,Cat2,SAROP,2012-04-01,-44.9068334,168.0324978
Land,Cat1,SAROP,2015-12-01,-36.7133583,174.6842631
Marine,Cat1,SAROP,2012-03-01,-38.9844322,174.2313171
Land,Cat1,SAROP,2016-03-01,-35.8876782,174.4660913
Marine,Cat1,SAROP,2015-12-01,-36.849857,174.845041
Land,Cat1,SAROP,2011-11-01,-37.54483527,175.7769282
Land,Cat1,SAROP,2017-02-01,-37.490308,175.937498
Land,Cat1,SAROP,2012-06-01,-41.83279354,172.8166536
Land,Cat1,SAROP,2018-06-01,-39.296869,174.06297
Marine,Cat1,SAROP,2011-05-01,-42.40064237,173.7044911
Land,Cat2,SAROP,2015-04-01,-43.9144986,169.4499955
Land,Cat1,SAROP,2015-10-01,-37.5261594,175.7509937
Land,Cat1,SAROP,2015-10-01,-36.609522,174.823245
Land,Cat1,SAROP,2011-11-01,-46.02145049,170.4165224
Land,Cat1,SAROP,2013-06-01,-39.66044872,175.1574687
Land,Cat1,SAROP,2015-03-01,-35.644737,174.29593
Land,Cat1,SAROP,2012-01-01,-37.13858381,175.194319
Land,Cat2,SAROP,2011-12-01,-45.106668,170.9733283
Land,Cat1,SAROP,2015-01-01,-39.2943314,174.0842731
Land,Cat1,SAROP,2014-07-01,-45.925832,170.202018
Marine,Cat1,SAROP,2012-10-01,-41.2741644,174.7878339
Land,Cat1,SAROP,2011-09-01,-41.2536711,174.8845011
Land,Cat1,SAROP,2016-07-01,-43.560243,172.5913399
Land,Cat1,SAROP,2012-04-01,-41.1576329,173.417397
Land,Cat1,SAROP,2012-08-01,-37.33967294,175.5895519
Marine,Cat1,SAROP,2015-01-01,-42.401378,173.680838
Land,Cat1,SAROP,2018-08-01,-38.143029,176.224267
Marine,Cat1,SAROP,2014-07-01,-41.308406,174.807978
Land,Cat1,SAROP,2012-04-01,-41.29667,174.8116664
Marine,Cat1,SAROP,2010-11-01,-41.728855,171.588216
Land,Cat1,SAROP,2018-08-01,-46.011852,169.622826
Land,Cat1,SAROP,2011-12-01,-38.7080033,176.0271715
Marine,Cat1,SAROP,2012-01-01,-37.7751718,175.2751312
Land,Cat1,SAROP,2013-12-01,-41.4745289,173.3628937
Land,Cat1,SAROP,2017-03-01,-42.7008404,171.9879494
Land,Cat1,SAROP,2017-03-01,-41.888756,172.748744
Land,Cat1,SAROP,2014-05-01,-37.6758863,176.1701204
Land,Cat1,SAROP,2017-02-01,-44.8155034,168.130804
Land,Cat1,SAROP,2011-11-01,-45.38523165,167.6191586
Marine,Cat1,SAROP,2015-11-01,-41.2299418,174.1420091
Land,Cat1,SAROP,2010-11-01,-36.75696983,174.7397812
Land,Cat1,SAROP,2017-10-01,-37.789108,175.291172
Land,Cat1,SAROP,2013-02-01,-36.91345104,174.8398063
Land,Cat1,SAROP,2017-03-01,-41.152707,173.96378
Marine,Cat1,SAROP,2013-02-01,-36.7833345,174.9833363
Land,Cat1,SAROP,2016-07-01,-37.5410721,175.6904335
Land,Cat1,SAROP,2019-01-01,-36.7025,175.611389
Land,Cat1,SAROP,2011-02-01,-39.27707096,175.5911754
Land,Cat1,SAROP,2011-10-01,-39.132298,175.655772
Land,Cat2,SAROP,2012-08-01,-38.1739935,174.66745
Marine,Cat1,SAROP,2013-10-01,-39.7879973,175.1419943
Land,Cat1,SAROP,2016-02-01,-40.5003293,172.67183
Marine,Cat1,SAROP,2015-04-01,-41.423688,174.896319
Marine,Cat1,SAROP,2011-05-01,-41.34816798,174.6478341
Land,Cat1,SAROP,2019-03-01,-36.894819,174.440355
Land,Cat1,SAROP,2016-05-01,-37.6922186,176.2648883
Land,Cat1,SAROP,2012-12-01,-40.91699799,175.1555209
Land,Cat1,SAROP,2011-05-01,-37.74627733,176.1321853
Land,Cat1,SAROP,2012-02-01,-39.4926696,176.9150032
Land,Cat1,SAROP,2014-08-01,-36.9726184,174.8809172
Land,Cat1,SAROP,2012-07-01,-41.2538353,174.6166719
Land,Cat1,SAROP,2012-12-01,-38.70568739,177.0638593
Land,Cat1,SAROP,2015-04-01,-44.7500024,168.9999951
Land,Cat1,SAROP,2017-04-01,-43.5714268,172.7684181
Land,Cat1,SAROP,2015-10-01,-38.6627876,176.0860383
Land,Cat1,SAROP,2017-07-01,-38.152911,176.256603
Marine,Cat1,SAROP,2014-09-01,-36.622961,174.767953
Land,Cat1,SAROP,2010-11-01,-39.18277039,175.5635833
Marine,Cat1,SAROP,2015-10-01,-43.5872522,172.8102637
Land,Cat1,SAROP,2012-02-01,-44.79116249,167.7548942
Marine,Cat2,SAROP,2011-01-01,-39.16933333,174.9558333
Land,Cat1,SAROP,2011-04-01,-41.3455019,174.7796609
Land,Cat1,SAROP,2011-12-01,-41.31321182,174.8153738
Land,Cat1,SAROP,2011-04-01,-42.77319212,172.2519041
Land,Cat1,SAROP,2011-02-01,-46.11621131,166.631713
Land,Cat1,SAROP,2015-04-01,-37.630856,176.171323
Land,Cat1,SAROP,2013-01-01,-36.9333313,174.7916687
Land,Cat1,SAROP,2014-12-01,-43.62519,171.4093977
Land,Cat1,SAROP,2018-01-01,-36.894985,174.446696
Land,Cat1,SAROP,2011-03-01,-44.55314168,168.1340511
Land,Cat1,SAROP,2016-04-01,-44.396181,171.267239
Land,Cat1,SAROP,2012-12-01,-40.90775711,174.992778
Land,Cat1,SAROP,2011-05-01,-39.96696219,176.0717127
Land,Cat1,SAROP,2014-12-01,-36.870949,174.911747
Land,Cat1,SAROP,2015-09-01,-38.6169372,176.1392925
Land,Cat1,SAROP,2014-10-01,-36.418228,174.764126
Land,Cat1,SAROP,2016-05-01,-36.7288706,175.7021126
Land,Cat1,SAROP,2014-01-01,-44.7065283,168.3230065
Land,Cat1,SAROP,2018-11-01,-37.773669,174.908675
Marine,Cat1,SAROP,2017-03-01,-46.541697,168.127846
Marine,Cat2,SAROP,2010-12-01,-46.16666667,166.65
Land,Cat1,SAROP,2016-10-01,-36.877678,174.916897
Marine,Cat1,SAROP,2014-12-01,-36.965658,175.059334
Land,Cat1,SAROP,2015-12-01,-38.647887,176.0890975
Land,Cat1,SAROP,2016-08-01,-43.226279,172.083429
Land,Cat1,SAROP,2018-04-01,-39.072817,176.966591
Land,Cat1,SAROP,2018-02-01,-43.563736,172.768189
Land,Cat1,SAROP,2014-03-01,-39.2990179,174.0646305
Land,Cat1,SAROP,2013-12-01,-44.3419006,168.3220484
Land,Cat1,SAROP,2010-10-01,-35.61404225,173.5180691
Land,Cat1,SAROP,2013-05-01,-40.45642529,175.2247365
Land,Cat1,SAROP,2017-03-01,-36.858544,174.814298
Land,Cat1,SAROP,2017-09-01,-36.978033,175.601949
Land,Cat1,SAROP,2014-04-01,-43.2452086,172.4522659
Marine,Cat1,SAROP,2016-11-01,-36.677838,174.448912
Land,Cat1,SAROP,2015-07-01,-38.192714,175.200121
Land,Cat1,SAROP,2011-03-01,-41.36366612,174.7158346
Land,Cat1,SAROP,2012-04-01,-41.3483456,174.9295659
Land,Cat1,SAROP,2015-04-01,-41.2875289,173.2721083
Marine,Cat1,SAROP,2015-06-01,-40.983745,173.037071
Land,Cat1,SAROP,2018-01-01,-43.566312,172.708672
Land,Cat1,SAROP,2014-02-01,-41.239478,174.23226
Land,Cat1,SAROP,2013-09-01,-38.6486639,176.0900385
Land,Cat1,SAROP,2011-06-01,-43.72240474,170.1082904
Marine,Cat1,SAROP,2016-02-01,-38.869192,175.715398
Marine,Cat1,SAROP,2012-09-01,-46.0647872,170.2238974
Land,Cat1,SAROP,2013-01-01,-43.9720589,168.6197128
Land,Cat1,SAROP,2011-04-01,-43.30330727,172.5901306
Land,Cat1,SAROP,2015-08-01,-36.900202,174.951544
Land,Cat1,SAROP,2015-06-01,-37.042448,174.92229
Land,Cat1,SAROP,2014-06-01,-43.7299471,170.0883473
Land,Cat1,SAROP,2013-05-01,-36.94544286,174.526742
Land,Cat1,SAROP,2013-10-01,-37.7499111,175.2342491
Marine,Cat1,SAROP,2012-12-01,-35.2069451,173.9836434
Land,Cat1,SAROP,2018-01-01,-36.853564,174.902665
Land,Cat1,SAROP,2017-11-01,-37.250783,174.7383
Land,Cat1,SAROP,2014-11-01,-36.829542,174.441461
Land,Cat1,SAROP,2018-08-01,-43.472389,172.622928
Land,Cat1,SAROP,2011-05-01,-41.17230752,174.9811434
Land,Cat1,SAROP,2016-12-01,-39.6497186,174.8145983
Marine,Cat1,SAROP,2012-12-01,-41.3276658,174.8466632
Land,Cat1,SAROP,2010-07-01,-38.7403752,176.1416926
Land,Cat1,SAROP,2012-04-01,-44.48352182,167.9335823
Marine,Cat1,SAROP,2011-01-01,-36.83833048,175.1533353
Land,Cat1,SAROP,2015-07-01,-43.506291,172.7317035
Land,Cat1,SAROP,2015-02-01,-41.8891574,172.7492804
Land,Cat1,SAROP,2016-03-01,-37.625594,176.424939
Marine,Cat1,SAROP,2018-01-01,-41.112184,172.965154
Marine,Cat2,SAROP,2015-11-01,-41.4588355,176.0088337
Marine,Cat1,SAROP,2019-01-01,-37.648762,176.160965
Land,Cat1,SAROP,2016-06-01,-43.538236,172.656792
Land,Cat2,SAROP,2017-02-01,-38.4349961,174.7349943
Marine,Cat1,SAROP,2017-02-01,-36.545036,174.7099
Marine,Cat1,SAROP,2013-01-01,-41.0833308,174.8333283
Land,Cat1,SAROP,2013-01-01,-44.53416185,169.3462332
Land,Cat1,SAROP,2016-06-01,-39.2093055,175.679088
Land,Cat2,SAROP,2012-01-01,-40.7270043,175.5293391
Land,Cat1,SAROP,2015-06-01,-41.184674,174.944051
Land,Cat1,SAROP,2014-08-01,-40.892453,174.983427
Marine,Cat1,SAROP,2016-01-01,-43.6020523,172.8255192
Land,Cat1,SAROP,2013-11-01,-43.8041607,172.0935696
Land,Cat1,SAROP,2011-09-01,-37.64698424,176.1917568
Land,Cat1,SAROP,2018-02-01,-39.2329,176.01392
Land,Cat1,SAROP,2010-11-01,-36.398004,174.739351
Land,Cat1,SAROP,2013-09-01,-43.57096,172.7603703
Land,Cat1,SAROP,2010-12-01,-36.91019318,174.7591717
Land,Cat1,SAROP,2015-04-01,-40.2432152,175.8684951
Land,Cat1,SAROP,2015-11-01,-43.5146671,170.1186703
