Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Air,Malfunction,ELT,Category 2 SAR,-37.0083323,174.7933381,2011-07-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2012-07-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-24.809,173.563667,2014-06-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-42.3866688,173.8000039,2017-04-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.963335,174.11667,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.7499995,170.5000029,2011-07-01,Otago
Water,Undetermined,EPIRB,Category 2 SAR,-40.455333,147.901667,2013-06-01,Unknown
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-16.818787,-179.744441,2015-06-01,Unknown
Land,Malfunction,PLB,Category 2 SAR,-38.4245006,177.7311718,2017-04-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-45.967836,167.373328,2018-04-01,Southland
Water,Undetermined,PLB,Category 2 SAR,-17.675667,-149.767167,2011-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0025039,174.8038321,2012-07-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.4018363,174.6733321,2013-06-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-41.728833,-168.909667,2014-06-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186408,174.947959,2015-06-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-40.9621701,172.5666652,2017-04-01,Tasman
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18653,174.948153,2018-04-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.239667,145.989167,2011-07-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-36.9778294,174.7755009,2012-07-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,20.478,-87.202,2013-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-6.587667,126.6875,2014-06-01,Unknown
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-21.615058,149.239943,2015-06-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-40.511337,172.999153,2016-05-01,Tasman
Land,Undetermined,PLB,Category 2 SAR,-38.1083321,176.7716675,2017-04-01,Bay of Plenty
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-46.671664,169.099999,2018-04-01,Southland
Water,Undetermined,EPIRB,Category 2 SAR,-36.9778294,174.7755009,2012-07-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-35.4266708,176.4536675,2013-06-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.9591662,166.4521699,2015-06-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-23.527287,148.164691,2017-04-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-36.9916684,174.7866656,2011-07-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-39.33983,174.2904998,2015-06-01,Taranaki
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.862984,174.988908,2016-05-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-41.691167,172.192162,2017-04-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-37.211061,142.397914,2018-04-01,Unknown
Land,Malfunction,EPIRB,Category 2 SAR,-36.9778294,174.7755009,2012-07-01,Auckland
Land,Malfunction,PLB,Category 2 SAR,-39.000001,175.25,2018-04-01,Manawatu-Wanganui
Land,Malfunction,EPIRB,Category 2 SAR,-36.9783289,174.7728388,2012-07-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-23.884333,-147.692167,2014-06-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.1178308,174.8801685,2015-06-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.258096,103.869333,2016-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.6701636,176.2005033,2017-04-01,Bay of Plenty
Not Determined,Undetermined,EPIRB,Category 2 SAR,-45.445476,-172.792362,2018-04-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,54.753833,-5.502833,2011-07-01,Unknown
Land,Outside NZSRR,EPIRB,Category 2 SAR,-22.15,166.366667,2012-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.6466627,176.7656617,2013-06-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-41.9788374,172.6378302,2015-06-01,Tasman
Land,Real distress,PLB,Category 2 SAR,-40.2633336,176.4488349,2017-04-01,Hawke's Bay
Land,Malfunction,PLB,Category 2 SAR,-37.877832,178.048835,2018-04-01,Gisborne
Air,Real distress,ELT,Category 2 SAR,-42.8833374,171.0000035,2011-07-01,West Coast
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.2778293,174.8888377,2012-07-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.73361,135.89985,2016-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0276642,174.9750034,2017-04-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-21.093457,-175.173483,2018-04-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-23.875167,151.245333,2011-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-38.182667,145.176833,2012-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.181829,174.9733346,2014-06-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-29.432116,153.348931,2016-05-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-41.5133369,173.8745052,2017-04-01,Marlborough
Water,Outside NZSRR,EPIRB,Category 2 SAR,-33.575823,-75.892642,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,22.7515,-12.472167,2011-07-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-38.500333,141.660333,2012-07-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.161865,-175.14271,2015-06-01,Unknown
Land,Malfunction,EPIRB,Category 2 SAR,-35.28148,149.128362,2018-04-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-35.780837,174.4998291,2011-07-01,Northland
Water,Real distress,EPIRB,Category 2 SAR,-40.2633307,172.6644988,2014-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-18.64857,-173.978619,2015-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.6845036,175.531162,2017-04-01,Manawatu-Wanganui
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.306667,173.188328,2018-04-01,Nelson
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.2980031,173.2226665,2012-07-01,Nelson
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-21.200167,-159.7995,2013-06-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-37.8706705,175.3315055,2014-06-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-21.112309,-175.197172,2016-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-40.6091663,175.2133318,2017-04-01,Manawatu-Wanganui
Water,Real distress,EPIRB,Category 2 SAR,-38.586664,178.260005,2018-04-01,Gisborne
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.0981654,174.63833,2011-07-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.18677,174.9464776,2013-06-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.6666663,174.5999988,2015-06-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.9250028,170.1833303,2017-04-01,Otago
Land,Real distress,PLB,Category 2 SAR,-41.3545,172.438837,2018-04-01,West Coast
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-33.926333,150.910833,2011-07-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-29.431918,153.347439,2016-05-01,Unknown
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-38.396665,176.958835,2018-04-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.9091697,175.0053346,2012-07-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.0558315,174.0768367,2014-06-01,Taranaki
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.705153,169.126486,2015-06-01,Otago
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-21.043367,148.562513,2017-04-01,Unknown
Not Determined,Outside NZSRR,PLB,Category 2 SAR,15.4925,73.826073,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.3500019,170.2000007,2011-07-01,West Coast
Air,Real distress,ELT,Category 2 SAR,-36.6563302,174.6558343,2013-06-01,Auckland
Air,Undetermined,ELT,Category 2 SAR,37.75,-97.25,2014-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-36.84132,-174.802298,2015-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.4795031,174.1911708,2011-07-01,Auckland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-17.431667,177.288,2012-07-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-06-01,Wellington
Water,Real distress,EPIRB,Category 2 SAR,43.281874,34.185635,2017-04-01,Unknown
Not Determined,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2011-07-01,Wellington
Air,Malfunction,ELT,Category 2 SAR,-37.8671709,175.331668,2012-07-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,-38.161846,145.041506,2015-06-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.845146,-157.397704,2016-05-01,Unknown
Land,Outside NZSRR,PLB,Category 2 SAR,7.360787,151.590274,2017-04-01,Unknown
Not Determined,Outside NZSRR,PLB,Category 2 SAR,56.076943,-178.002531,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-37.6705,146.432833,2011-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0166693,168.7333353,2014-06-01,Otago
Land,Real distress,PLB,Category 2 SAR,-43.6233324,170.5121727,2015-06-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.9733359,178.1766636,2017-05-01,Gisborne
Water,Undetermined,EPIRB,Category 2 SAR,1.239227,103.918704,2018-04-01,Unknown
Not Determined,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2012-07-01,Wellington
Air,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2013-06-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.283334,174.7420042,2015-06-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.057283,174.911091,2016-05-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-43.9954986,169.591163,2017-05-01,West Coast
Water,Outside NZSRR,EPIRB,Category 2 SAR,36.843713,-75.70918,2018-04-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-15.927167,167.303167,2011-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.0203373,174.4046635,2013-06-01,Taranaki
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-18.859357,-159.783987,2015-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.68744,178.561145,2016-05-01,Gisborne
Not Determined,Undetermined,PLB,Category 2 SAR,-41.966753,146.439033,2017-05-01,Unknown
Not Determined,Outside NZSRR,PLB,Category 2 SAR,-43.630714,146.789013,2018-04-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-15.922,167.333833,2011-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,21.35,-157.975167,2012-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-22.195251,165.529295,2015-06-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-44.9856679,168.740828,2017-05-01,Otago
Land,Real distress,PLB,Category 2 SAR,-38.481164,178.253338,2018-04-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-40.2021629,176.5788367,2014-06-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-39.0388345,176.0978289,2015-06-01,Waikato
Not Determined,Undetermined,ELT,Category 2 SAR,-41.185829,174.946501,2016-05-01,Wellington
Air,Real distress,ELT,Category 2 SAR,-41.1066636,174.8483274,2017-05-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.8458341,175.636829,2011-08-01,Waikato
Land,Malfunction,EPIRB,Category 2 SAR,-35.7860041,174.3279952,2012-07-01,Northland
Land,Real distress,PLB,Category 2 SAR,-42.9354972,171.2788294,2013-06-01,West Coast
Water,Real distress,EPIRB,Category 2 SAR,-16.034833,158.941833,2014-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.176838,-175.143811,2015-06-01,Unknown
Air,Mishandling / inadvertent,PLB,Category 2 SAR,-36.786824,174.629473,2016-05-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-18.146778,178.486117,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.0056672,174.1739988,2014-06-01,Taranaki
Land,Real distress,PLB,Category 2 SAR,-41.814569,171.577624,2015-06-01,West Coast
Water,Deliberate but questionable need for SAROP,EPIRB,Category 2 SAR,-21.218049,-175.300215,2016-05-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-16.781204,179.338463,2017-05-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-46.059996,170.663334,2018-04-01,Otago
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-24.379167,148.552167,2011-08-01,Unknown
Water,Malicious / hoax,EPIRB,Category 2 SAR,-19.812667,-174.351667,2012-07-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-16.7555,-171.636667,2013-06-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-34.602333,148.060167,2014-06-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-21.286885,149.250043,2015-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.8721687,167.9788299,2017-05-01,Southland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.694999,176.233331,2018-04-01,Bay of Plenty
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2011-08-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-33.0726624,170.6381672,2012-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.9576685,174.9538315,2013-06-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.995922,177.273141,2016-05-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-46.9833317,168.1921723,2017-05-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.500332,173.111494,2018-04-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.038167,148.291667,2011-08-01,Unknown
Air,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.3018289,174.9231707,2012-07-01,Waikato
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-52.984,-70.877,2014-06-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-35.533233,26.799678,2015-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-37.661894,176.237794,2016-05-01,Bay of Plenty
Air,Malfunction,ELT,Category 2 SAR,-40.2016708,175.3766635,2017-05-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-19.766667,-174.466667,2011-08-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-38.6893293,174.6178367,2012-07-01,Waikato
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.126244,173.041213,2016-05-01,Tasman
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,44.858623,31.602123,2017-05-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,63.552427,95.461111,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.9166644,176.9166687,2012-07-01,Unknown
Land,Undetermined,EPIRB,Category 2 SAR,-37.376179,175.048565,2016-05-01,Waikato
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.2521676,173.2745039,2014-06-01,Nelson
Air,Malfunction,ELT,Category 2 SAR,-41.074284,174.8543,2015-06-01,Wellington
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-36.712163,175.817835,2018-04-01,Waikato
Air,Real distress,ELT,Category 2 SAR,-47.0321656,167.65533,2011-08-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.6478352,176.764502,2013-06-01,Hawke's Bay
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.573574,177.99093,2015-06-01,Bay of Plenty
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-44.394709,171.277024,2016-05-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-39.3966665,176.1900046,2017-05-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.041669,172.411663,2018-04-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.345167,148.446,2011-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.657671,174.6559972,2012-07-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-8.378833,157.293333,2013-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-46.111162,167.152169,2018-04-01,Southland
Water,Real distress,EPIRB,Category 2 SAR,-6.481,-174.488,2014-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.815313,174.410913,2016-05-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.642503,176.842499,2018-04-01,Hawke's Bay
Water,Malfunction,EPIRB,Category 2 SAR,-36.0483303,175.2816612,2011-08-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-13.524333,-161.049333,2012-07-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0064969,174.8103324,2013-06-01,Auckland
Air,Real distress,ELT,Category 2 SAR,-37.0078334,175.1228334,2014-06-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-43.0478312,171.5988328,2015-06-01,Canterbury
Land,Undetermined,PLB,Category 2 SAR,-9.135202,-171.787602,2017-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.499996,174.750002,2018-04-01,Taranaki
Land,Outside NZSRR,PLB,Category 2 SAR,-36.017667,146.926833,2011-08-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-33.920667,150.999333,2012-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-43.6110006,172.7025011,2013-06-01,Canterbury
Water,Real distress,EPIRB,Category 2 SAR,-17.783282,-174.62207,2015-06-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-4.048481,-132.000857,2016-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.1846642,174.9168347,2017-05-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-41.2849983,173.7683319,2011-08-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-38.1445033,175.0299978,2014-06-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,10.302328,124.690704,2015-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.1566709,177.0733392,2017-05-01,Hawke's Bay
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-17.388743,176.04164,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.352,147.286,2011-08-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-18.147167,178.555,2012-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-46.0966685,168.891668,2017-05-01,Southland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-17.522289,-149.262952,2018-04-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-13.741667,-158.080333,2013-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-26.077,168.742,2014-06-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-21.523253,-169.053925,2015-06-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-25.067957,153.283242,2016-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.563336,170.303334,2018-04-01,Canterbury
Air,Malfunction,ELT,Category 2 SAR,-39.7634403,174.8021478,2014-06-01,Taranaki
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-17.47551,-170.164403,2015-06-01,Unknown
Water,Real distress,PLB,Category 2 SAR,-14.273353,-170.683287,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.474666,172.5413348,2011-08-01,Canterbury
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-36.789333,174.639333,2014-06-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-41.4144992,173.27667,2015-06-01,Tasman
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-27.385521,153.258215,2016-06-01,Unknown
Water,Malfunction,PLB,Category 2 SAR,-41.416664,175.751666,2018-04-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.6498317,174.9988326,2011-08-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-36.7205008,174.4245046,2012-08-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-39.1333301,175.6333351,2015-06-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-42.050345,146.708591,2017-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-41.389997,173.511172,2018-04-01,Marlborough
Water,Outside NZSRR,EPIRB,Category 2 SAR,40.75,29.25,2012-08-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.7878311,174.6278309,2014-07-01,Auckland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-36.830831,174.7844982,2015-06-01,Auckland
Air,Real distress,ELT,Category 2 SAR,-37.80115,174.851234,2016-06-01,Waikato
Land,Real distress,PLB,Category 2 SAR,28.002555,86.852643,2018-04-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-43.8103341,168.8906658,2011-08-01,West Coast
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,54.818333,13.353333,2012-08-01,Unknown
Water,Malicious / hoax,EPIRB,Category 2 SAR,-38.6664973,178.0293344,2014-07-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-37.8521633,174.7821625,2015-06-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-35.088881,137.76936,2018-04-01,Unknown
Not Determined,Malicious / hoax,PLB,Category 2 SAR,-40.3515483,175.6080614,2011-08-01,Manawatu-Wanganui
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.7191645,174.4201691,2012-08-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-40.8700022,175.0911654,2014-07-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-41.3944955,172.314496,2015-06-01,West Coast
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.4811694,172.551005,2017-05-01,Canterbury
Land,Undetermined,PLB,Category 2 SAR,28.35,83.06167,2018-04-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-45.8726692,170.557669,2012-08-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.7730028,174.603999,2013-06-01,Auckland
Water,Real distress,PLB,Category 2 SAR,-39.0399986,174.061171,2014-07-01,Taranaki
Air,Outside NZSRR,ELT,Category 2 SAR,-33.942824,151.326103,2016-06-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.471664,169.984997,2018-04-01,West Coast
Air,Real distress,ELT,Category 2 SAR,-39.6505036,176.2601699,2011-08-01,Hawke's Bay
Water,Malicious / hoax,EPIRB,Category 2 SAR,-38.9918354,174.2248292,2012-08-01,Taranaki
Air,Outside NZSRR,ELT,Category 2 SAR,34.267997,-86.859839,2015-06-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-46.6299995,169.0188309,2017-05-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.5028346,170.9248282,2011-08-01,Canterbury
Air,Outside NZSRR,ELT,Category 2 SAR,-36.87365,145.234274,2014-07-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-40.846451,174.960481,2016-06-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.3500013,172.8000002,2017-05-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.611664,171.555002,2018-04-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,44.118,7.202,2011-08-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.0354964,168.7123317,2014-07-01,Otago
Land,Real distress,PLB,Category 2 SAR,-39.163076,174.764719,2016-06-01,Manawatu-Wanganui
Water,Outside NZSRR,EPIRB,Category 2 SAR,-33.856479,151.236827,2017-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-41.359998,172.25667,2018-04-01,West Coast
Air,Outside NZSRR,ELT,Category 2 SAR,-33.920833,151.015,2012-08-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-36.6418356,174.4401687,2013-06-01,Auckland
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186408,174.947959,2015-06-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-41.410556,174.908806,2016-06-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-19.9,-177.05,2010-07-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-31.352,152.7675,2012-08-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-43.174604,173.008214,2015-06-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.670764,175.55085,2016-06-01,Waikato
Land,Malfunction,PLB,Category 2 SAR,-45.88117,170.3233269,2017-05-01,Otago
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.6583318,174.654501,2011-08-01,Auckland
Water,Malfunction,EPIRB,Category 2 SAR,-45.6543349,171.0306687,2012-08-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-38.0455045,174.5288292,2013-06-01,Waikato
Water,Outside NZSRR,EPIRB,Category 2 SAR,-37.222346,145.390441,2015-06-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-37.672204,176.196014,2016-06-01,Bay of Plenty
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.896669,176.064998,2018-04-01,Wellington
Air,Mishandling / inadvertent,PLB,Category 2 SAR,-40.1953356,175.3728359,2011-08-01,Manawatu-Wanganui
Air,Real distress,ELT,Category 2 SAR,-44.008336,168.4848343,2012-08-01,West Coast
Water,Real distress,EPIRB,Category 2 SAR,-27.714981,176.618742,2014-07-01,Unknown
Land,Undetermined,EPIRB,Category 2 SAR,-36.6831639,174.6441661,2015-06-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-33.853657,151.237344,2016-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.149751,-175.203584,2017-05-01,Unknown
Land,Malfunction,PLB,Category 2 SAR,-36.694504,174.611164,2018-04-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-38.43333333,174.75,2010-07-01,Waikato
Air,Real distress,ELT,Category 2 SAR,-41.7226649,173.8354995,2014-07-01,Marlborough
