Environment,Activation,Type,SarCategory,Lat,Long,date,Region
Land,Real distress,PLB,Category 2 SAR,-39.1588355,176.2145047,2015-04-01,Hawke's Bay
Water,Real distress,EPIRB,Category 2 SAR,-35.044557,174.395126,2016-04-01,Northland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.9616668,171.711664,2017-04-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.187049,174.946352,2018-03-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.33,172.446667,2019-04-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-17.061167,145.437667,2012-05-01,Unknown
Air,Real distress,PLB,Category 2 SAR,27.720833,88.004167,2013-05-01,Unknown
Land,Undetermined,PLB,Category 2 SAR,-36.177333,149.123833,2014-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.1466661,176.1954985,2015-04-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.517597,172.796143,2016-04-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-40.1133291,176.4604988,2017-04-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-43.03167,171.574995,2018-03-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.471667,176.865,2019-04-01,Hawke's Bay
Air,Undetermined,ELT,Category 2 SAR,-37.00883,174.7878316,2012-05-01,Auckland
Not Determined,Undetermined,PLB,Category 2 SAR,31.75,90,2013-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-34.165134,172.508035,2015-04-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-43.318616,172.752491,2016-04-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-17.772035,177.380533,2017-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.649895,176.770088,2018-03-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-44.137833,168.467833,2019-04-01,West Coast
Air,Undetermined,ELT,Category 2 SAR,-59.75,88.5,2013-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5564983,173.9208349,2014-05-01,Marlborough
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0010007,174.7971664,2015-04-01,Auckland
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.2350022,174.9100003,2017-04-01,Wellington
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.319503,174.785166,2018-03-01,Wellington
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-51.577,0.482,2012-05-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-10.579167,142.163333,2014-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.2754999,170.6933317,2017-04-01,Otago
Water,Real distress,EPIRB,Category 2 SAR,-32.749,152.210667,2019-04-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-05-01,Wellington
Land,Outside NZSRR,PLB,Category 2 SAR,-34.813342,150.247897,2016-04-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8555016,174.8011671,2017-04-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.65,174.65,2019-04-01,Auckland
Air,Real distress,ELT,Category 2 SAR,-46.2205039,169.0168333,2012-05-01,Southland
Water,Malfunction,EPIRB,Category 2 SAR,-37.2166664,175.8811685,2014-05-01,Waikato
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.039665,174.999955,2016-04-01,Auckland
Land,Malfunction,EPIRB,Category 2 SAR,-35.1900029,173.4650015,2017-04-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-38.198095,144.838957,2018-03-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.2345,170.6745,2019-04-01,West Coast
Water,Undetermined,PLB,Category 2 SAR,7.657562,150.746085,2017-04-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-9.483156,147.144712,2018-03-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,40.869167,29.176333,2014-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.9483343,175.0161638,2015-04-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.598897,170.135951,2016-04-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-45.631667,170.651667,2019-04-01,Otago
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.041669,174.8958368,2014-05-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0375023,174.9719979,2015-04-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-40.889414,-55.662143,2016-04-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-41.186771,174.946492,2017-04-01,Wellington
Water,Malfunction,PLB,Category 2 SAR,-38.671167,178.028833,2019-04-01,Gisborne
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0071682,174.8011665,2013-05-01,Auckland
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-42.343333,97.0845,2014-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.291332,173.1161708,2015-04-01,Tasman
Not Determined,Undetermined,ELT,Category 2 SAR,-41.185829,174.946501,2016-04-01,Wellington
Not Determined,Undetermined,ELT,Category 2 SAR,-41.187049,174.946352,2018-03-01,Wellington
Water,Deliberate but questionable need for SAROP,EPIRB,Category 2 SAR,-36.077833,175.317833,2019-04-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.7908353,174.6256642,2012-05-01,Auckland
Land,Outside NZSRR,PLB,Category 2 SAR,-36.8543304,177.5726664,2013-05-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-35.2166645,174.1000045,2014-05-01,Northland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-36.6539966,174.6531665,2015-05-01,Auckland
Air,Malfunction,ELT,Category 2 SAR,-43.2609981,169.8219959,2017-04-01,West Coast
Water,Real distress,EPIRB,Category 2 SAR,-16.763333,179.7945,2012-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.3966625,171.2541695,2014-05-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-44.48,167.982167,2019-04-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-19.009333,146.852333,2012-05-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,28.25,-15.5,2013-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-50.816345,166.432816,2016-04-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-41.0624962,172.9780058,2017-04-01,Tasman
Water,Outside NZSRR,EPIRB,Category 2 SAR,-20.224502,179.628694,2018-03-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-15.189757,166.95903,2019-04-01,Unknown
Water,Real distress,EPIRB,Category 2 SAR,-20.529,-174.804667,2012-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.3611679,172.646669,2015-05-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-28.689661,152.743384,2016-04-01,Unknown
Land,Undetermined,PLB,Category 2 SAR,-40.8761683,171.4990056,2017-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-42.659998,172.156663,2018-03-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-42.922333,171.508833,2019-04-01,Canterbury
Land,Undetermined,PLB,Category 2 SAR,-35.2500008,174.0000022,2012-06-01,Northland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.2951711,173.2244962,2014-05-01,Nelson
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.834154,175.589427,2016-04-01,Waikato
Air,Malfunction,ELT,Category 2 SAR,-45.4183303,167.7333331,2017-04-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.495002,167.681667,2018-03-01,Southland
Land,Real distress,PLB,Category 2 SAR,-42.8988343,173.0533304,2012-06-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-22.314667,166.603167,2013-05-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-41.185829,174.946501,2016-04-01,Wellington
Water,Undetermined,EPIRB,Category 2 SAR,-12.035762,-125.501997,2017-04-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-43.743329,168.913328,2018-03-01,West Coast
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-33.984967,151.299323,2016-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-38.0111653,177.6896706,2017-04-01,Bay of Plenty
Land,Undetermined,PLB,Category 2 SAR,-44.0745,170.9955,2019-04-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-39.1654993,176.3988303,2012-06-01,Hawke's Bay
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-31.9635,115.952833,2014-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-45.9216665,170.2043276,2015-05-01,Otago
Land,Real distress,PLB,Category 2 SAR,-33.943394,151.356315,2016-04-01,Unknown
Land,Malfunction,PLB,Category 2 SAR,-41.89667,172.745502,2018-04-01,Tasman
Water,Real distress,ELT,Category 2 SAR,-27.4175,175.378167,2013-05-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-27.210333,153.071833,2014-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0054966,174.7954966,2015-05-01,Auckland
Air,Undetermined,ELT,Category 2 SAR,-75.259568,-50.416487,2016-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.1200018,175.1450054,2017-04-01,Auckland
Air,Malfunction,ELT,Category 2 SAR,-37.026667,174.961667,2019-04-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0311694,174.9788377,2013-05-01,Auckland
Not Determined,Outside NZSRR,ELT,Category 2 SAR,23.13208,-94.290413,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.8655,167.387833,2019-04-01,Southland
Water,Outside NZSRR,EPIRB,Category 2 SAR,-26.399667,153.067333,2012-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,3.863333,6.996667,2013-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.594988,170.261218,2016-04-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-42.4288334,172.7678316,2017-04-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-35.841164,174.101165,2018-04-01,Northland
Land,Real distress,PLB,Category 2 SAR,-40.977833,175.382167,2019-04-01,Wellington
Water,Outside NZSRR,EPIRB,Category 2 SAR,-34.053667,151.038167,2012-06-01,Unknown
Air,Outside NZSRR,ELT,Category 2 SAR,-18.115333,125.645333,2013-05-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-36.8374968,174.7471659,2014-05-01,Auckland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,1.266818,-174.332777,2015-05-01,Unknown
Land,Outside NZSRR,EPIRB,Category 2 SAR,-37.173035,143.98211,2017-04-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-34.918335,173.169998,2018-04-01,Northland
Water,Outside NZSRR,EPIRB,Category 2 SAR,1.066667,104.133333,2019-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-40.529997,175.22783,2018-04-01,Manawatu-Wanganui
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-28.0925,153.468333,2013-05-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.186408,174.947959,2015-05-01,Wellington
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-74.050754,27.27882,2016-04-01,Unknown
Air,Real distress,ELT,Category 2 SAR,-42.216668,172.802499,2018-04-01,Canterbury
Land,Real distress,PLB,Category 2 SAR,-44.846667,167.643333,2019-04-01,Southland
Air,Undetermined,ELT,Category 2 SAR,-10.803323,-124.575493,2017-04-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.837832,175.711662,2018-04-01,Waikato
Land,Real distress,PLB,Category 2 SAR,-40.87,172.203333,2019-04-01,West Coast
Water,Malfunction,EPIRB,Category 2 SAR,-9.416667,-171.2,2012-06-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-41.18677,174.9464776,2013-05-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-36.8311662,174.7400027,2017-04-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-39.592168,168.440002,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.983333,169.288833,2019-04-01,Otago
Water,Real distress,EPIRB,Category 2 SAR,-16.076667,-145.676667,2013-05-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-14.264262,-170.721005,2016-05-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-36.8270036,174.7558297,2017-04-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-21.042528,-175.211944,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.813333,167.8255,2019-04-01,Southland
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-14.298833,-170.657833,2014-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-39.1621626,174.5833372,2015-05-01,Taranaki
Land,Real distress,PLB,Category 2 SAR,-41.938069,172.644392,2016-05-01,Tasman
Water,Real distress,EPIRB,Category 2 SAR,-10.406925,-125.487359,2017-04-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-18.554349,-173.889013,2018-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.726667,169.178333,2019-04-01,Otago
Water,Malfunction,EPIRB,Category 2 SAR,-37.666663,176.1666674,2014-05-01,Bay of Plenty
Land,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.723664,176.154267,2016-05-01,Bay of Plenty
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-36.8288326,174.741172,2017-04-01,Auckland
Air,Undetermined,ELT,Category 2 SAR,-36.970359,175.353224,2019-04-01,Auckland
Land,Real distress,PLB,Category 2 SAR,-42.429999,172.4011636,2014-05-01,Canterbury
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-6.309184,155.327593,2015-05-01,Unknown
Not Determined,Undetermined,PLB,Category 2 SAR,-9.164349,-171.65834,2016-05-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-43.303164,172.590329,2018-04-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-9.385833,-171.2685,2012-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-34.0225,150.139333,2013-05-01,Unknown
Air,Deliberate but questionable need for SAROP,ELT,Category 2 SAR,-37.0058332,174.7833335,2015-05-01,Auckland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-27.434286,153.337866,2016-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.7399972,177.6833365,2017-04-01,Bay of Plenty
Land,Deliberate but questionable need for SAROP,PLB,Category 2 SAR,-43.675836,170.760833,2018-04-01,Canterbury
Land,Undetermined,PLB,Category 2 SAR,-38.668,178.0295,2019-04-01,Gisborne
Land,Real distress,PLB,Category 2 SAR,-42.2881641,172.5536674,2012-06-01,Canterbury
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.6516651,176.1625055,2014-05-01,Bay of Plenty
Water,Mishandling / inadvertent,PLB,Category 2 SAR,-40.8193357,173.0126644,2015-05-01,Tasman
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-39.439334,174.286012,2016-05-01,Taranaki
Water,Real distress,EPIRB,Category 2 SAR,-27.268457,132.030233,2017-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.97667,167.683338,2018-04-01,Southland
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-37.889167,147.635333,2019-04-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-32.794304,151.834306,2015-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-45.3615002,170.8568376,2017-04-01,Otago
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-21.137219,149.189475,2018-04-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-36.5355,148.201167,2019-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-43.9124964,170.1291706,2014-05-01,Canterbury
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.722491,169.248391,2016-05-01,Otago
Land,Undetermined,PLB,Category 2 SAR,-36.8545,148.056667,2019-04-01,Unknown
Air,Malfunction,ELT,Category 2 SAR,-42.4329968,171.210164,2012-06-01,West Coast
Not Determined,Undetermined,EPIRB,Category 2 SAR,-41.18677,174.9464776,2013-05-01,Wellington
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.9894957,173.3121718,2014-05-01,Unknown
Not Determined,Outside NZSRR,EPIRB,Category 2 SAR,-27.555836,151.943021,2015-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.298329,173.191672,2018-04-01,Tasman
Water,Outside NZSRR,EPIRB,Category 2 SAR,-31.370667,152.9265,2019-04-01,Unknown
Not Determined,Outside NZSRR,ELT,Category 2 SAR,-41.186408,174.947959,2015-05-01,Wellington
Land,Real distress,PLB,Category 2 SAR,-41.702165,172.1645016,2017-04-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-43.755497,169.339994,2018-04-01,West Coast
Water,Real distress,ELT,Category 2 SAR,-40.711667,173.988333,2019-04-01,Marlborough
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-39.48,176.9044942,2013-05-01,Hawke's Bay
Water,Outside NZSRR,EPIRB,Category 2 SAR,14.803333,120.2255,2014-05-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.3999983,175.933334,2015-05-01,Bay of Plenty
Land,Real distress,PLB,Category 2 SAR,-39.6066637,176.4155024,2017-04-01,Hawke's Bay
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-39.085496,174.210828,2018-04-01,Taranaki
Land,Real distress,PLB,Category 2 SAR,-38.418833,176.978833,2019-04-01,Bay of Plenty
Water,Outside NZSRR,EPIRB,Category 2 SAR,-3.076167,152.641833,2013-05-01,Unknown
Air,Undetermined,ELT,Category 2 SAR,-41.18677,174.9464776,2014-05-01,Wellington
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-44.721546,169.250258,2016-05-01,Otago
Air,Outside NZSRR,ELT,Category 2 SAR,-32.810333,151.871667,2013-05-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-3.650667,143.8435,2014-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-40.2266704,176.0833294,2015-05-01,Manawatu-Wanganui
Land,Real distress,PLB,Category 2 SAR,-39.536021,176.965018,2016-05-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,-39.9244962,176.1533327,2017-04-01,Hawke's Bay
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.987829,175.346664,2018-04-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-17.558333,-168.215,2019-04-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.670669,176.0353278,2011-07-01,Bay of Plenty
Water,Outside NZSRR,EPIRB,Category 2 SAR,-28.603667,153.9995,2012-06-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.5078344,170.0221618,2014-05-01,West Coast
Air,Malfunction,ELT,Category 2 SAR,-42.4591629,171.189838,2017-04-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-44.905002,167.863338,2018-04-01,Southland
Land,Real distress,PLB,Category 2 SAR,-45.3945,167.528833,2019-04-01,Southland
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-37.0041662,174.7874976,2012-06-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-37.0000018,177.2500043,2015-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-45.239162,167.738922,2016-05-01,Southland
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-37.223331,175.703336,2018-04-01,Waikato
Not Determined,Undetermined,EPIRB,Category 2 SAR,-54.019167,-70.941667,2011-07-01,Unknown
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-37.655996,176.1716649,2012-06-01,Bay of Plenty
Water,Mishandling / inadvertent,EPIRB,Category 2 SAR,-40.897276,174.220008,2016-05-01,Marlborough
Land,Real distress,PLB,Category 2 SAR,-42.8978294,171.4245024,2017-04-01,West Coast
Land,Real distress,PLB,Category 2 SAR,-42.008833,172.686667,2019-04-01,Tasman
Air,Outside NZSRR,ELT,Category 2 SAR,-37.666333,144.868667,2011-07-01,Unknown
Not Determined,Undetermined,EPIRB,Category 2 SAR,-17.51,177.347,2012-06-01,Unknown
Water,Undetermined,EPIRB,Category 2 SAR,-21.21875,-175.256053,2015-05-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-42.951134,169.925672,2016-05-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-36.7695032,174.6108389,2017-04-01,Auckland
Water,Undetermined,EPIRB,Category 2 SAR,-33.959627,151.481256,2018-04-01,Unknown
Water,Malfunction,EPIRB,Category 2 SAR,-37.6655,176.202167,2019-04-01,Bay of Plenty
Air,Malfunction,ELT,Category 2 SAR,-37.8663293,175.3286633,2013-05-01,Waikato
Water,Undetermined,EPIRB,Category 2 SAR,-17.610004,177.428531,2016-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-44.6211658,168.2054986,2017-04-01,Otago
Water,Undetermined,EPIRB,Category 2 SAR,-36.911667,174.811667,2019-04-01,Auckland
Water,Real distress,EPIRB,Category 2 SAR,-18.832167,-174.6185,2012-06-01,Unknown
Air,Mishandling / inadvertent,ELT,Category 2 SAR,-41.5143339,173.8725053,2013-05-01,Marlborough
Not Determined,Undetermined,EPIRB,Category 2 SAR,-9.387,159.96,2014-05-01,Unknown
Land,Real distress,PLB,Category 2 SAR,-43.0483319,173.0031678,2015-05-01,Canterbury
Water,Outside NZSRR,EPIRB,Category 2 SAR,-27.121548,153.453702,2016-05-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-6.378572,155.378788,2017-04-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.253333,172.458328,2018-04-01,Canterbury
Air,Malfunction,ELT,Category 2 SAR,-39.646171,176.7633281,2012-06-01,Hawke's Bay
Land,Real distress,PLB,Category 2 SAR,39.75,-121.25,2014-05-01,Unknown
Land,Mishandling / inadvertent,PLB,Category 2 SAR,-43.8011695,172.970003,2017-04-01,Canterbury
Water,Undetermined,EPIRB,Category 2 SAR,-19.126218,146.943368,2018-04-01,Unknown
Water,Outside NZSRR,EPIRB,Category 2 SAR,-8.25,157.25,2014-05-01,Unknown
