date,Environment,SarCategory,Response,PoliceEventNumber,LocationFindLocationLatitude,LocationFindLocationLongitude,Status,District,Area,reporting_lag_days
2016-04-01,Land,Cat2,SAROP,NA,-44.13493,171.495348,Closed,NA,Mid-South Canterbury,0
2016-04-01,Land,Cat2,SAROP,NA,-45.731428,166.50587,Closed,NA,Southland,0
2016-04-01,Air,Cat2,Communications,NA,-37.958538,176.967593,Closed,NA,Eastern Bay of Plenty,0
2016-04-01,Air,Cat2,Communications,NA,-44.673713,167.924176,Closed,NA,Southland,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Marine,Cat2,Communications,NA,-20.796192,151.168845,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,Communications,NA,-33.500035,150.249865,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,Communications,NA,-41.311404,171.2957,Closed,NA,Unknown,0
2016-04-01,Undetermined,Cat2,Communications,NA,-4.924686,-129.188357,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,SAROP,NA,-43.686913,170.036319,Closed,NA,Mid-South Canterbury,0
2016-04-01,Marine,Cat2,Communications,NA,-36.398467,174.671377,Closed,NA,Rodney,0
2016-04-01,Undetermined,Cat2,Communications,NA,-17.152507,146.722889,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-17.761066,177.418299,Closed,NA,Unknown,0
2016-04-01,Undetermined,Cat2,Communications,NA,-21.25901,-175.063323,Closed,NA,Unknown,0
2016-04-01,Air,Cat2,Communications,NA,-41.277851,173.775166,Closed,NA,Marlborough,0
2016-04-01,Marine,Cat2,Communications,NA,-18.394873,177.225325,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-37.791655,174.753044,Closed,NA,Waikato West,0
2016-04-01,Marine,Cat2,Communications,NA,-23.377388,150.515588,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,Communications,NA,-41.240509,174.899507,Closed,NA,Wellington,0
2016-04-01,Air,Cat2,Communications,NA,-37.834154,175.741419,Closed,NA,Waikato East,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Marine,Cat2,Communications,NA,-37.205188,175.912849,Closed,NA,Waikato East,0
2016-04-01,Air,Cat2,Communications,NA,-37.629754,176.260253,Closed,NA,Western Bay of Plenty,0
2016-04-01,Air,Cat2,SAROP,NA,-40.093691,175.892063,Closed,NA,Manawatu,0
2016-04-01,Air,Cat2,Communications,NA,-38.110731,176.265009,Closed,NA,Rotorua,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Land,Cat2,SAROP,NA,-44.917271,168.698798,Closed,NA,Otago Lakes Central,0
2016-04-01,Land,Cat2,SAROP,NA,-42.914431,171.968909,Closed,NA,Canterbury Metro,0
2016-04-01,Air,Cat2,Communications,NA,-44.656038,169.095744,Closed,NA,Otago Lakes Central,0
2016-04-01,Air,Cat2,Communications,NA,-25.749121,131.591407,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-34.459836,172.670456,Closed,NA,Far North,0
2016-04-01,Land,Cat2,SAROP,NA,-39.095461,175.256738,Closed,NA,Whanganui,0
2016-04-01,Land,Cat2,SAROP,NA,-43.128343,171.270296,Closed,NA,Canterbury Metro,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Land,Cat2,SAROP,NA,-45.070012,169.187496,Closed,NA,Otago Lakes Central,0
2016-04-01,Land,Cat2,SAROP,NA,-43.528109,172.477548,Closed,NA,Canterbury Metro,0
2016-04-01,Marine,Cat2,Communications,NA,-43.60639,172.721064,Closed,NA,Canterbury Metro,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Land,Cat2,SAROP,NA,-43.281424,169.858819,Closed,NA,West Coast,0
2016-04-01,Undetermined,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,SAROP,NA,-37.092039,175.41328,Closed,NA,Waikato East,0
2016-04-01,Land,Cat2,Communications,NA,-13.872124,139.029604,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,SAROP,NA,-45.650052,167.459801,Closed,NA,Southland,0
2016-04-01,Marine,Cat2,Communications,NA,-41.539949,173.932826,Closed,NA,Marlborough,0
2016-04-01,Land,Cat2,Communications,NA,-37.22061,175.0296,Closed,NA,Counties/Manukau South,0
2016-04-01,Marine,Cat2,Communications,NA,1.785095,-157.454009,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-10.212979,142.353925,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-35.044557,174.395126,Closed,NA,Far North,0
2016-04-01,Air,Cat2,Communications,NA,-43.517597,172.796143,Closed,NA,Canterbury Metro,0
2016-04-01,Air,Cat2,Communications,NA,-43.318616,172.752491,Closed,NA,Canterbury Metro,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Land,Cat2,Communications,NA,-34.813342,150.247897,Closed,NA,Unknown,0
2016-04-01,Air,Cat2,Communications,NA,-37.039665,174.999955,Closed,NA,Counties/Manukau South,0
2016-04-01,Marine,Cat2,Communications,NA,-36.140619,175.321356,Closed,NA,Auckland Central,0
2016-04-01,Air,Cat2,Communications,NA,-43.598897,170.135951,Closed,NA,Mid-South Canterbury,0
2016-04-01,Undetermined,Cat2,Communications,NA,-40.889414,-55.662143,Closed,NA,Unknown,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Marine,Cat2,Communications,NA,-50.816345,166.432816,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,SAROP,NA,-28.689661,152.743384,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,Communications,NA,-36.834154,175.589427,Closed,NA,Waikato East,0
2016-04-01,Marine,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-04-01,Undetermined,Cat2,Communications,NA,-33.984967,151.299323,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,SAROP,NA,-33.943394,151.356315,Closed,NA,Unknown,0
2016-04-01,Air,Cat2,Communications,NA,-75.259568,-50.416487,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,SAROP,NA,1.777889,-157.496581,Closed,NA,Unknown,0
2016-04-01,Land,Cat2,SAROP,NA,-43.594988,170.261218,Closed,NA,Mid-South Canterbury,0
2016-04-01,Undetermined,Cat2,Communications,NA,-21.122237,-175.197344,Closed,NA,Unknown,0
2016-04-01,Marine,Cat2,SAROP,NA,-39.275442,173.74997,Closed,NA,Taranaki,0
2016-04-01,Undetermined,Cat2,Communications,NA,-74.050754,27.27882,Closed,NA,Unknown,0
2016-04-01,Undetermined,Cat2,Communications,NA,-21.106624,-175.181294,Closed,NA,Unknown,0
2016-04-01,Air,Cat2,SAROP,NA,-44.587835,169.645866,Closed,NA,Otago Coastal,0
2016-04-01,Land,Cat1,SAROP,p024990859,-39.298228,174.061597,Closed,Central,Taranaki,0
2016-05-01,Marine,Cat1,SAROP,P025370629,-38.33469,176.778099,Closed,Bay of Plenty,Rotorua,0
2016-05-01,Land,Cat1,SAROP,P025169735,-39.074243,174.10991,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,P025261917,-44.726858,168.170086,Closed,Southern,Southland,0
2016-05-01,Land,Cat1,SAROP,P025260726,-35.4137544,173.7900352,Closed,Northland,Far North,0
2016-05-01,Land,Cat2,SAROP,P025402939,-39.0574861,176.1125559,Closed,Bay of Plenty,Taupo,0
2016-05-01,Land,Cat1,SAROP,P025376286,-37.6922186,176.2648883,Closed,Bay of Plenty,Western Bay of Plenty,0
2016-05-01,Marine,Cat1,SAROP,P025159441,-36.7288706,175.7021126,Closed,Waikato,Waikato East,0
2016-05-01,Marine,Cat1,SAROP,P025078604,-41.234559,173.300558,Closed,Tasman,Nelson Bays,0
2016-05-01,Land,Cat1,SAROP,P025228120,-41.063557,174.849236,Closed,Wellington,Kapiti-Mana,0
2016-05-01,Marine,Cat1,SAROP,P025098824,-36.889988,174.948288,Closed,Counties Manukau,Counties/Manukau East,0
2016-05-01,Land,Cat1,SAROP,P025196830,-41.2227795,174.9050993,Closed,Wellington,Hutt Valley,0
2016-05-01,Land,Cat1,SAROP,P025098704,-43.6383456,170.6867758,Closed,Canterbury,Mid-South Canterbury,0
2016-05-01,Marine,Cat1,SAROP,P025078486,-39.8890412,174.8968542,Closed,Central,Whanganui,0
2016-05-01,Land,Cat1,SAROP,p025191126,-42.8936464,171.863467,Closed,Canterbury,Canterbury Metro,0
2016-05-01,Land,Cat1,SAROP,P025107043,-38.2132084,175.9257508,Closed,Bay of Plenty,Taupo,0
2016-05-01,Marine,Cat1,SAROP,P025293623,-36.429805,174.748681,Closed,Waitemata,Rodney,0
2016-05-01,Land,Cat1,SAROP,P025213183,-44.4767824,168.6595404,Closed,Southern,Otago Lakes Central,0
2016-05-01,Land,Cat1,SAROP,P025480472,-39.227847,173.816206,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,P025156650,-36.8748376,174.7824926,Closed,Auckland City,Auckland East,0
2016-05-01,Land,Cat1,SAROP,P025333872,-39.820364,176.0563264,Closed,Central,Whanganui,0
2016-05-01,Land,Cat1,SAROP,P025096664,-41.5138985,173.396225,Closed,Tasman,Marlborough,0
2016-05-01,Land,Cat1,SAROP,P025208033,-36.866699,174.6987746,Closed,Auckland City,Auckland West,0
2016-05-01,Marine,Cat1,SAROP,P025305713,-36.9467501,175.464014,Closed,Waikato,Waikato East,0
2016-05-01,Marine,Cat1,SAROP,P025395250,-36.854858,174.701446,Closed,Auckland City,Auckland West,0
2016-05-01,Marine,Cat1,SAROP,P025293206,-36.394492,174.763747,Closed,Waitemata,Rodney,0
2016-05-01,Marine,Cat1,SAROP,P025307430,-37.8190383,174.821991,Closed,Waikato,Waikato West,0
2016-05-01,Land,Cat1,SAROP,P025105456,-43.888476,171.723592,Closed,Canterbury,Mid-South Canterbury,0
2016-05-01,Land,Cat1,SAROP,P025363506,-40.360675,175.5798817,Closed,Central,Manawatu,0
2016-05-01,Land,Cat1,SAROP,P025268700,-36.9531791,174.4657435,Closed,Waitemata,Waitakere,0
2016-05-01,Marine,Cat1,SAROP,P025089597,-41.283,174.86406,Closed,Wellington,Wellington,0
2016-05-01,Marine,Cat1,SAROP,P025119784,-40.548438,175.191834,Closed,Central,Manawatu,0
2016-05-01,Land,Cat1,SAROP,P025336807,-36.9016658,174.9331777,Closed,Auckland City,Counties/Manukau East,0
2016-05-01,Marine,Cat1,SAROP,P025106009,-41.094576,174.902013,Closed,Auckland City,Kapiti-Mana,0
2016-05-01,Marine,Cat1,SAROP,P025307783,-36.619331,174.733971,Closed,Waitemata,Rodney,0
2016-05-01,Marine,Cat1,SAROP,P025121708,-41.345669,174.814902,Closed,Wellington,Wellington,0
2016-05-01,Land,Cat1,SAROP,P025080648,-44.272833,171.321997,Closed,Canterbury,Mid-South Canterbury,0
2016-05-01,Land,Cat1,SAROP,P025357017,-37.778509,175.294471,Closed,Waikato,Hamilton City,0
2016-05-01,Land,Cat1,SAROP,P025079605,-41.1095001,174.9020462,Closed,Wellington,Kapiti-Mana,0
2016-05-01,Marine,Cat1,SAROP,P025170537,-43.590781,172.696767,Closed,Waitemata,Canterbury Metro,0
2016-05-01,Land,Cat1,SAROP,P025155882,-36.915407,174.7667898,Closed,Northland,Auckland East,0
2016-05-01,Marine,Cat1,SAROP,P025135182,-40.880327,175.011263,Closed,Wellington,Kapiti-Mana,0
2016-05-01,Land,Cat1,SAROP,P025112456,-43.7045828,169.2773109,Closed,Tasman,West Coast,0
2016-05-01,Marine,Cat1,SAROP,P025190613,-41.254374,174.904402,Closed,Wellington,Wellington,0
2016-05-01,Land,Cat1,SAROP,p025413642,-36.8788515,174.8541446,Closed,Auckland City,Auckland East,0
2016-05-01,Marine,Cat1,SAROP,P025325038,-36.420994,174.864073,Closed,Auckland City,Rodney,0
2016-05-01,Land,Cat1,SAROP,P025165833,-40.820263,175.1981646,Closed,Central,Manawatu,0
2016-05-01,Land,Cat1,SAROP,P025319864,-45.4459221,169.1553667,Closed,Southern,Otago Lakes Central,0
2016-05-01,Land,Cat1,SAROP,P025301425,-37.38721,175.6804045,Closed,Waikato,Waikato East,0
2016-05-01,Land,Cat1,SAROP,P025420559,-40.6395867,175.3877229,Closed,Central,Manawatu,0
2016-05-01,Marine,Cat1,SAROP,P025239815,-36.429615,174.743746,Closed,Waitemata,Rodney,0
2016-05-01,Marine,Cat1,SAROP,P025351979,-39.5102011,174.5203263,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,p025201415,-44.2423404,169.2040693,Closed,Southern,Otago Lakes Central,0
2016-05-01,Land,Cat1,SAROP,P025154186,-43.3821008,172.7019437,Closed,Canterbury,Canterbury Metro,0
2016-05-01,Land,Cat1,SAROP,P025090437,-43.4806639,171.9338247,Closed,Canterbury,Canterbury Metro,0
2016-05-01,Marine,Cat1,SAROP,P025316662,-36.764814,174.76862,Closed,Waitemata,North Shore,0
2016-05-01,Land,Cat2,SAROP,P024925789,-44.3178333,168.3033386,Closed,Southern,Southland,0
2016-05-01,Land,Cat1,SAROP,P025281832,-35.9607173,173.9674778,Closed,Northland,Whangarei,0
2016-05-01,Land,Cat1,SAROP,P025199955,-37.0124654,174.8854506,Closed,Counties Manukau,Counties/Manukau Central,0
2016-05-01,Marine,Cat1,SAROP,P025192132,-44.3853002,171.24238,Closed,Canterbury,Mid-South Canterbury,0
2016-05-01,Land,Cat1,SAROP,P025387458,-40.8784113,175.0714216,Closed,Wellington,Kapiti-Mana,0
2016-05-01,Land,Cat1,SAROP,P025247250,-36.82761,175.790235,Closed,Waikato,Waikato East,0
2016-05-01,Land,Cat1,SAROP,P025341417,-39.6426926,177.0882532,Closed,Eastern,Hawkes Bay,0
2016-05-01,Marine,Cat1,SAROP,P025120316,-36.8309,174.744925,Closed,Auckland City,North Shore,0
2016-05-01,Land,Cat1,SAROP,P025153171,-42.648481,172.018821,Closed,Canterbury,Canterbury Metro,0
2016-05-01,Land,Cat1,SAROP,P025184773,-36.915407,174.7667898,Closed,Auckland City,Auckland East,0
2016-05-01,Land,Cat1,SAROP,P025352300,-39.6426926,177.0882532,Closed,Eastern,Hawkes Bay,0
2016-05-01,Land,Cat1,SAROP,P025153466,-36.9727186,174.8400192,Closed,Counties Manukau,Counties/Manukau West,0
2016-05-01,Marine,Cat1,SAROP,P025329446,-36.288182,174.807583,Closed,Waitemata,Rodney,0
2016-05-01,Marine,Cat1,SAROP,P025372839,-38.173161,178.368695,Closed,Eastern,Tairawhiti,0
2016-05-01,Marine,Cat1,SAROP,P025281309,-39.4650572,176.891643,Closed,Eastern,Hawkes Bay,0
2016-05-01,Land,Cat1,SAROP,P025169765,-40.8664643,175.0710847,Closed,Wellington,Kapiti-Mana,0
2016-05-01,Land,Cat1,SAROP,p025420611,-36.9638055,174.8118367,Closed,Counties Manukau,Counties/Manukau West,0
2016-05-01,Land,Cat1,SAROP,P025145294,-39.1379269,175.6475505,Closed,Central,Taupo,0
2016-05-01,Marine,Cat1,SAROP,P025411263,-41.244366,174.89716,Closed,Wellington,Wellington,0
2016-05-01,Land,Cat1,SAROP,P025357601,-37.6641417,176.212213,Closed,Bay of Plenty,Western Bay of Plenty,0
2016-05-01,Marine,Cat1,SAROP,P025270454,-36.586912,174.701707,Closed,Waitemata,Rodney,0
2016-05-01,Land,Cat1,SAROP,P025176862,-37.7348099,175.2431449,In Progress,Waikato,Hamilton City,0
2016-05-01,Land,Cat1,SAROP,P025127072,-37.0459717,174.9476153,Closed,Counties Manukau,Counties/Manukau South,0
2016-05-01,Land,Cat2,SAROP,P025383761,-40.8080199,175.3485874,Closed,Central,Manawatu,0
2016-05-01,Land,Cat1,SAROP,P025145773,-36.915407,174.7667898,Closed,Auckland City,Auckland East,0
2016-05-01,Land,Cat1,SAROP,P025124528,-44.3854344,171.1984235,Closed,Canterbury,Mid-South Canterbury,0
2016-05-01,Land,Cat1,SAROP,P025306116,-36.8765614,174.822148,Closed,Auckland City,Auckland East,0
2016-05-01,Marine,Cat1,SAROP,P025183845,-36.79027,174.780658,Closed,Waitemata,North Shore,0
2016-05-01,Marine,Cat1,SAROP,P025114299,-38.09023,176.263418,Closed,Bay of Plenty,Rotorua,0
2016-05-01,Land,Cat1,SAROP,P025235918,-36.91455,174.7680497,Closed,Auckland City,Auckland East,0
2016-05-01,Land,Cat1,SAROP,P025271278,-36.8972122,174.7390885,Closed,Auckland City,Auckland West,0
2016-05-01,Land,Cat1,SAROP,p025229648,-38.810861,174.629256,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,P025315887,-45.3848303,167.6196183,Closed,Southern,Southland,0
2016-05-01,Land,Cat1,SAROP,P025238108,-36.8552281,174.7372057,Closed,Auckland City,Auckland West,0
2016-05-01,Land,Cat1,SAROP,P025227792,-37.0139329,174.4887603,Closed,Auckland City,Waitakere,0
2016-05-01,Marine,Cat1,SAROP,P025318012,-37.8173389,174.8252324,Closed,Waikato,Waikato West,0
2016-05-01,Marine,Cat1,SAROP,P025346391,-36.838025,174.747466,Closed,Auckland City,Auckland Central,0
2016-05-01,Land,Cat1,SAROP,P025239830,-37.9627159,176.1719431,Closed,Bay of Plenty,Rotorua,0
2016-05-01,Land,Cat1,SAROP,p025192359,-43.4942052,172.6013585,Closed,Canterbury,Canterbury Metro,0
2016-05-01,Land,Cat1,SAROP,P025319278,-37.4641075,175.7784254,Closed,Waikato,Waikato East,0
2016-05-01,Land,Cat1,SAROP,P025197996,-39.075513,176.2648958,Closed,Bay of Plenty,Taupo,0
2016-05-01,Land,Cat1,SAROP,P025111287,-39.2993576,174.0629541,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,P025090989,-45.288935,170.040781,Closed,Central,Otago Lakes Central,0
2016-05-01,Marine,Cat1,SAROP,P025280283,-35.2029394,174.1120569,Closed,Northland,Far North,0
2016-05-01,Land,Cat1,SAROP,P025226914,-36.9943289,174.5595983,Closed,Waitemata,Waitakere,0
2016-05-01,Land,Cat1,SAROP,P025179355,-45.0341239,168.6403114,Closed,Southern,Otago Lakes Central,0
2016-05-01,Marine,Cat1,Other,NA,-41.109534,174.858483,Closed,NA,Kapiti-Mana,0
2016-05-01,Marine,Cat1,Other,NA,-37.947354,177.004304,Closed,NA,Eastern Bay of Plenty,0
2016-05-01,Land,Cat1,Other,NA,-43.098124,172.963242,Closed,NA,Canterbury Metro,0
2016-05-01,Land,Cat1,Other,NA,-45.553241,168.991831,Closed,NA,Southland,0
2016-05-01,Marine,Cat2,Communications,NA,-14.264262,-170.721005,Closed,NA,Unknown,0
2016-05-01,Land,Cat2,SAROP,NA,-41.938069,172.644392,Closed,NA,Nelson Bays,0
2016-05-01,Land,Cat2,SAROP,NA,-37.723664,176.154267,Closed,NA,Western Bay of Plenty,0
2016-05-01,Undetermined,Cat2,Communications,NA,-9.164349,-171.65834,Closed,NA,Unknown,0
2016-05-01,Undetermined,Cat2,Communications,NA,-27.434286,153.337866,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-39.439334,174.286012,Closed,NA,Taranaki,0
2016-05-01,Air,Cat2,Communications,NA,-38.359698,176.057796,Closed,NA,Rotorua,0
2016-05-01,Air,Cat2,Communications,NA,-44.722491,169.248391,Closed,NA,Otago Lakes Central,0
2016-05-01,Land,Cat2,SAROP,NA,-37.041607,175.711099,Closed,NA,Waikato East,0
2016-05-01,Air,Cat2,Communications,NA,-41.740893,171.576917,Closed,NA,West Coast,0
2016-05-01,Undetermined,Cat2,Communications,NA,-21.25837,-175.263823,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-44.721546,169.250258,Closed,NA,Otago Lakes Central,0
2016-05-01,Land,Cat2,Communications,NA,-39.536021,176.965018,Closed,NA,Hawkes Bay,0
2016-05-01,Air,Cat2,Communications,NA,-37.794531,175.152071,Closed,NA,Waikato West,0
2016-05-01,Land,Cat2,Communications,NA,-45.239162,167.738922,Closed,NA,Southland,0
2016-05-01,Marine,Cat2,Communications,NA,-40.897276,174.220008,Closed,NA,Marlborough,0
2016-05-01,Air,Cat2,Communications,NA,-42.951134,169.925672,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-17.610004,177.428531,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-27.121548,153.453702,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-37.9365,175.682,Closed,NA,Waikato East,0
2016-05-01,Air,Cat2,Communications,NA,-37.3025,174.98,Closed,NA,Counties/Manukau South,0
2016-05-01,Marine,Cat2,Communications,NA,-44.583676,167.809316,Closed,NA,Southland,0
2016-05-01,Marine,Cat2,SAROP,NA,-21.123038,-175.190306,Closed,NA,Unknown,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Marine,Cat2,Communications,NA,-39.99508,161.857836,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-39.37829,176.71654,Closed,NA,Hawkes Bay,0
2016-05-01,Marine,Cat2,SAROP,NA,-34.175938,172.955736,Closed,NA,Unknown,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Marine,Cat2,Communications,NA,-37.801693,174.852607,Closed,NA,Waikato West,0
2016-05-01,Air,Cat2,Communications,NA,-37.68488,176.176079,Closed,NA,Western Bay of Plenty,0
2016-05-01,Land,Cat2,Communications,NA,-9.178695,-171.810659,Closed,NA,Unknown,0
2016-05-01,Land,Cat2,Communications,NA,-46.045456,170.241113,Closed,NA,Otago Coastal,0
2016-05-01,Undetermined,Cat2,Communications,NA,-28.084323,153.451798,Closed,NA,Unknown,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Undetermined,Cat2,Communications,NA,0,0,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-35.201257,174.025556,Closed,NA,Far North,0
2016-05-01,Marine,Cat2,Communications,NA,-21.100224,-175.400466,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-18.749287,149.103415,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-36.519591,175.861712,Closed,NA,Waikato East,0
2016-05-01,Air,Cat2,Communications,NA,-44.355313,171.324638,Closed,NA,Mid-South Canterbury,0
2016-05-01,Marine,Cat2,Communications,NA,-40.511337,172.999153,Closed,NA,Nelson Bays,0
2016-05-01,Marine,Cat2,SAROP,NA,1.005912,172.981902,Closed,NA,Unknown,0
2016-05-01,Land,Cat2,Communications,NA,-40.862984,174.988908,Closed,NA,Kapiti-Mana,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Marine,Cat2,Communications,NA,1.258096,103.869333,Closed,NA,Unknown,0
2016-05-01,Land,Cat2,Communications,NA,-43.92092,169.676383,Closed,NA,West Coast,0
2016-05-01,Marine,Cat2,Communications,NA,-34.73361,135.89985,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-29.432116,153.348931,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-41.394395,159.616626,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,SAROP,NA,1.871911,-157.303977,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,SAROP,NA,-21.112309,-175.197172,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-36.350322,174.248642,Closed,NA,Rodney,0
2016-05-01,Marine,Cat2,Communications,NA,-29.431918,153.347439,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-41.271965,174.823308,Closed,NA,Wellington,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Marine,Cat2,SAROP,NA,-10.323661,-128.309451,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,1.845146,-157.397704,Closed,NA,Unknown,0
2016-05-01,Land,Cat2,Communications,NA,-37.057283,174.911091,Closed,NA,Counties/Manukau South,0
2016-05-01,Marine,Cat2,Communications,NA,-37.68744,178.561145,Closed,NA,Tairawhiti,0
2016-05-01,Land,Cat2,Communications,NA,-43.266796,170.382422,Closed,NA,West Coast,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.185829,174.946501,Closed,NA,Hutt Valley,0
2016-05-01,Air,Cat2,Communications,NA,-36.786824,174.629473,Closed,NA,Waitakere,0
2016-05-01,Marine,Cat2,SAROP,NA,-21.218049,-175.300215,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-21.105989,-175.198592,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-37.995922,177.273141,Closed,NA,Eastern Bay of Plenty,0
2016-05-01,Marine,Cat2,Communications,NA,-37.661894,176.237794,Closed,NA,Western Bay of Plenty,0
2016-05-01,Undetermined,Cat2,Communications,NA,-41.126244,173.041213,Closed,NA,Nelson Bays,0
2016-05-01,Land,Cat2,Communications,NA,-37.376179,175.048565,Closed,NA,Counties/Manukau South,0
2016-05-01,Land,Cat2,Communications,NA,-44.394709,171.277024,Closed,NA,Mid-South Canterbury,0
2016-05-01,Air,Cat2,Communications,NA,-14.272916,-170.695926,Closed,NA,Unknown,0
2016-05-01,Marine,Cat2,Communications,NA,-36.815313,174.410913,Closed,NA,Rodney,0
2016-05-01,Marine,Cat2,Communications,NA,-4.048481,-132.000857,Closed,NA,Unknown,0
2016-05-01,Air,Cat2,Communications,NA,-37.009044,174.782407,Closed,NA,Counties/Manukau West,0
2016-05-01,Undetermined,Cat2,Communications,NA,-21.045377,-175.004193,Closed,NA,Unknown,0
2016-05-01,Land,Cat1,SAROP,P025249370,-40.3573729,175.6062137,Closed,Central,Manawatu,0
2016-05-01,Land,Cat1,SAROP,p025238024,-39.296634,174.06503,Closed,Central,Taranaki,0
2016-05-01,Land,Cat1,SAROP,p025251247,-39.47626,175.682448,Closed,Central,Whanganui,0
2016-05-01,Land,Cat1,SAROP,P025259593,-37.796538,174.86016,Closed,Waikato,Waikato West,0
2016-06-01,Land,Cat1,SAROP,P025766166,-38.3636685,175.7735983,Closed,Bay of Plenty,Taupo,0
2016-06-01,Land,Cat1,SAROP,P025681103,-40.9163651,173.0486535,Closed,Tasman,Nelson Bays,0
2016-06-01,Marine,Cat1,SAROP,P025550817,-41.284548,174.865777,Closed,Wellington,Wellington,0
2016-06-01,Land,Cat1,SAROP,P025741822,-43.538236,172.656792,Closed,Canterbury,Canterbury Metro,0
2016-06-01,Land,Cat1,SAROP,P025575502,-39.2093055,175.679088,Closed,Bay of Plenty,Taupo,0
2016-06-01,Marine,Cat1,SAROP,P025603973,-37.8177907,174.8204949,Closed,Waikato,Waikato West,0
2016-06-01,Marine,Cat1,SAROP,P025629268,-37.8200071,174.8152779,Closed,Waikato,Waikato West,0
2016-06-01,Land,Cat1,SAROP,P025546495,-40.2259761,175.5724105,Closed,Central,Manawatu,0
